payment_id,order_id,payment_method,payment_status,payment_date
1774,1774,COD,Completed,2026-01-09
1775,1775,Credit Card,Failed,2025-02-21
1776,1776,COD,Completed,2025-09-05
1777,1777,UPI,Completed,2026-04-01
1778,1778,Credit Card,Completed,2026-05-03
1779,1779,Net Banking,Completed,2026-03-03
1780,1780,Net Banking,Completed,2024-07-25
1781,1781,COD,Completed,2024-10-27
1782,1782,UPI,Completed,2025-09-19
1783,1783,Net Banking,Completed,2025-04-06
1784,1784,UPI,Completed,2024-06-12
1785,1785,Net Banking,Completed,2026-04-17
1786,1786,Net Banking,Completed,2024-05-10
1787,1787,Debit Card,Completed,2025-07-30
1788,1788,Credit Card,Failed,2024-06-13
1789,1789,Net Banking,Completed,2026-01-20
1790,1790,COD,Completed,2025-10-25
1791,1791,Net Banking,Completed,2024-05-11
1792,1792,Credit Card,Completed,2025-08-24
1793,1793,Debit Card,Failed,2025-11-04
1794,1794,Net Banking,Completed,2026-03-11
1795,1795,Debit Card,Completed,2024-05-22
1796,1796,Credit Card,Completed,2026-03-11
1797,1797,UPI,Completed,2024-01-06
1798,1798,Credit Card,Failed,2025-10-08
1799,1799,UPI,Completed,2025-02-13
1800,1800,Net Banking,Failed,2026-03-17
1801,1801,COD,Completed,2025-11-16
1802,1802,Net Banking,Completed,2025-01-25
1803,1803,Credit Card,Completed,2024-10-31
1804,1804,Net Banking,Completed,2024-11-17
1805,1805,Credit Card,Completed,2024-06-24
1806,1806,COD,Completed,2025-01-27
1807,1807,Net Banking,Completed,2025-07-31
1808,1808,Credit Card,Completed,2026-04-23
1809,1809,COD,Completed,2025-06-13
1810,1810,Credit Card,Failed,2025-08-26
1811,1811,UPI,Completed,2025-05-29
1812,1812,Credit Card,Completed,2025-03-01
1813,1813,Debit Card,Completed,2026-01-04
1814,1814,UPI,Failed,2025-09-26
1815,1815,Debit Card,Completed,2024-06-14
1816,1816,Debit Card,Completed,2025-10-05
1817,1817,Credit Card,Completed,2024-01-01
1818,1818,COD,Completed,2024-12-26
1819,1819,UPI,Completed,2025-03-20
1820,1820,COD,Completed,2025-10-06
1821,1821,Credit Card,Failed,2024-10-04
1822,1822,UPI,Completed,2024-06-02
1823,1823,COD,Completed,2026-01-30
1824,1824,Credit Card,Failed,2024-08-17
1825,1825,Debit Card,Failed,2024-04-04
1826,1826,UPI,Completed,2025-01-17
1827,1827,Debit Card,Completed,2024-07-01
1828,1828,Credit Card,Completed,2025-05-15
1829,1829,Net Banking,Completed,2024-11-11
1830,1830,UPI,Failed,2024-09-04
1831,1831,UPI,Completed,2026-05-14
1832,1832,Debit Card,Completed,2026-05-23
1833,1833,Credit Card,Completed,2024-08-22
1834,1834,Net Banking,Completed,2024-05-31
1835,1835,UPI,Completed,2025-11-23
1836,1836,COD,Completed,2024-06-04
1837,1837,COD,Completed,2024-01-04
1838,1838,COD,Failed,2025-08-12
1839,1839,Debit Card,Failed,2025-04-10
1840,1840,Credit Card,Completed,2025-11-28
1841,1841,Credit Card,Completed,2024-04-30
1842,1842,Net Banking,Completed,2024-01-23
1843,1843,UPI,Failed,2025-03-26
1844,1844,Credit Card,Completed,2025-11-16
1845,1845,Credit Card,Failed,2025-05-28
1846,1846,Credit Card,Failed,2025-07-08
1847,1847,Credit Card,Failed,2025-07-06
1848,1848,UPI,Completed,2025-12-26
1849,1849,Debit Card,Completed,2025-11-08
1850,1850,Credit Card,Failed,2024-07-23
1851,1851,Debit Card,Completed,2025-05-17
1852,1852,Credit Card,Completed,2024-10-17
1853,1853,Net Banking,Completed,2025-01-15
1854,1854,Debit Card,Completed,2024-06-04
1855,1855,Credit Card,Failed,2024-04-12
1856,1856,Credit Card,Completed,2024-02-11
1857,1857,Credit Card,Completed,2024-01-30
1858,1858,UPI,Completed,2026-03-01
1859,1859,Debit Card,Completed,2025-10-01
1860,1860,Debit Card,Completed,2025-12-24
1861,1861,Credit Card,Completed,2024-06-27
1862,1862,UPI,Failed,2025-05-11
1863,1863,Net Banking,Completed,2025-12-31
1864,1864,COD,Completed,2024-06-11
1865,1865,Debit Card,Completed,2024-11-02
1866,1866,UPI,Completed,2024-08-25
1867,1867,Debit Card,Completed,2025-04-01
1868,1868,Net Banking,Completed,2026-03-18
1869,1869,COD,Completed,2025-05-15
1870,1870,Debit Card,Completed,2025-06-10
1871,1871,UPI,Failed,2024-11-26
1872,1872,UPI,Failed,2024-11-01
1873,1873,COD,Completed,2024-01-19
1874,1874,Net Banking,Failed,2024-12-20
1875,1875,UPI,Completed,2025-12-30
1876,1876,Debit Card,Completed,2025-10-23
1877,1877,Net Banking,Failed,2024-11-18
1878,1878,Debit Card,Completed,2026-01-28
1879,1879,Credit Card,Completed,2025-04-25
1880,1880,Debit Card,Failed,2024-11-29
1881,1881,COD,Completed,2025-05-30
1882,1882,Credit Card,Completed,2026-01-05
1883,1883,UPI,Completed,2026-04-07
1884,1884,UPI,Completed,2024-01-15
1885,1885,UPI,Failed,2025-04-09
1886,1886,COD,Failed,2025-06-07
1887,1887,UPI,Completed,2026-04-21
1888,1888,Net Banking,Completed,2025-09-23
1889,1889,UPI,Completed,2026-03-02
1890,1890,COD,Completed,2025-06-10
1891,1891,Debit Card,Completed,2024-04-27
1892,1892,Net Banking,Completed,2024-10-05
1893,1893,Credit Card,Completed,2024-10-21
1894,1894,UPI,Completed,2025-03-12
1895,1895,Net Banking,Completed,2024-11-02
1896,1896,UPI,Completed,2024-12-23
1897,1897,Net Banking,Completed,2025-02-24
1898,1898,Credit Card,Completed,2024-10-13
1899,1899,UPI,Failed,2025-12-31
1900,1900,COD,Completed,2025-08-17
1901,1901,COD,Failed,2024-08-13
1902,1902,Credit Card,Completed,2024-03-06
1903,1903,UPI,Failed,2026-04-25
1904,1904,COD,Failed,2024-03-14
1905,1905,UPI,Completed,2025-06-08
1906,1906,Net Banking,Completed,2026-04-29
1907,1907,UPI,Completed,2024-11-30
1908,1908,Debit Card,Completed,2025-03-26
1909,1909,Net Banking,Completed,2025-11-12
1910,1910,COD,Completed,2024-03-29
1911,1911,Credit Card,Completed,2025-02-16
1912,1912,UPI,Completed,2024-06-29
1913,1913,Net Banking,Completed,2026-05-22
1914,1914,UPI,Failed,2026-01-22
1915,1915,COD,Failed,2025-09-08
1916,1916,UPI,Completed,2025-11-28
1917,1917,UPI,Completed,2025-12-04
1918,1918,UPI,Completed,2026-01-29
1919,1919,Credit Card,Completed,2024-10-31
1920,1920,Credit Card,Completed,2024-11-09
1921,1921,UPI,Completed,2024-05-01
1922,1922,Net Banking,Failed,2024-01-25
1923,1923,Debit Card,Completed,2025-06-12
1924,1924,UPI,Completed,2025-07-26
1925,1925,Net Banking,Failed,2025-05-14
1926,1926,UPI,Completed,2025-01-12
1927,1927,Debit Card,Completed,2026-05-29
1928,1928,Credit Card,Completed,2024-06-11
1929,1929,COD,Completed,2025-02-08
1930,1930,Net Banking,Completed,2025-12-11
1931,1931,COD,Completed,2024-03-26
1932,1932,COD,Completed,2026-03-03
1933,1933,Credit Card,Completed,2025-02-17
1934,1934,Debit Card,Completed,2025-12-02
1935,1935,COD,Completed,2025-04-25
1936,1936,COD,Failed,2025-05-26
1937,1937,Credit Card,Failed,2026-05-15
1938,1938,COD,Completed,2024-10-22
1939,1939,UPI,Completed,2026-05-19
1940,1940,Credit Card,Completed,2026-03-12
1941,1941,COD,Completed,2024-03-25
1942,1942,Net Banking,Completed,2024-10-27
1943,1943,COD,Failed,2025-02-15
1944,1944,Net Banking,Completed,2025-05-20
1945,1945,COD,Completed,2025-02-14
1946,1946,COD,Completed,2026-02-28
1947,1947,Credit Card,Completed,2024-05-10
1948,1948,Debit Card,Completed,2025-09-19
1949,1949,Credit Card,Completed,2025-10-26
1950,1950,COD,Completed,2024-03-10
1951,1951,Credit Card,Completed,2025-09-17
1952,1952,Net Banking,Completed,2026-05-04
1953,1953,Net Banking,Completed,2026-01-11
1954,1954,UPI,Completed,2025-12-27
1955,1955,Credit Card,Completed,2026-01-07
1956,1956,COD,Completed,2024-09-16
1957,1957,COD,Completed,2025-06-01
1958,1958,COD,Completed,2025-08-05
1959,1959,Net Banking,Completed,2025-12-21
1960,1960,UPI,Completed,2026-05-04
1961,1961,COD,Completed,2025-02-19
1962,1962,UPI,Failed,2024-06-14
1963,1963,Debit Card,Completed,2025-02-01
1964,1964,COD,Completed,2025-08-28
1965,1965,Credit Card,Completed,2025-01-08
1966,1966,UPI,Failed,2025-01-01
1967,1967,COD,Completed,2025-12-06
1968,1968,COD,Failed,2024-12-15
1969,1969,Debit Card,Completed,2025-05-09
1970,1970,Net Banking,Failed,2025-12-30
1971,1971,Debit Card,Completed,2025-10-06
1972,1972,Debit Card,Completed,2025-09-29
1973,1973,Net Banking,Completed,2026-05-10
1974,1974,Net Banking,Completed,2026-05-27
1975,1975,Debit Card,Completed,2026-03-02
1976,1976,Net Banking,Failed,2025-08-30
1977,1977,Debit Card,Completed,2024-08-31
1978,1978,Net Banking,Completed,2025-11-24
1979,1979,UPI,Failed,2026-01-05
1980,1980,Debit Card,Completed,2025-06-29
1981,1981,UPI,Failed,2024-05-03
1982,1982,COD,Completed,2026-05-21
1983,1983,Net Banking,Failed,2025-01-31
1984,1984,Net Banking,Completed,2024-08-08
1985,1985,Credit Card,Completed,2025-08-05
1986,1986,COD,Completed,2024-04-15
1987,1987,COD,Completed,2024-06-21
1988,1988,COD,Completed,2025-09-06
1989,1989,COD,Completed,2025-01-24
1990,1990,UPI,Failed,2024-08-21
1991,1991,Debit Card,Completed,2024-11-25
1992,1992,Net Banking,Completed,2026-02-13
1993,1993,Credit Card,Completed,2026-03-11
1994,1994,UPI,Completed,2025-12-06
1995,1995,Credit Card,Failed,2024-01-08
1996,1996,Net Banking,Completed,2025-06-04
1997,1997,Credit Card,Completed,2025-05-31
1998,1998,COD,Failed,2024-06-28
1999,1999,Debit Card,Completed,2024-03-28
2000,2000,Debit Card,Completed,2024-10-11
2001,2001,Credit Card,Failed,2024-12-22
2002,2002,COD,Completed,2026-04-20
2003,2003,Debit Card,Completed,2025-05-12
2004,2004,Net Banking,Completed,2025-07-26
2005,2005,COD,Failed,2024-11-04
2006,2006,Net Banking,Completed,2025-10-23
2007,2007,Credit Card,Completed,2026-01-01
2008,2008,COD,Completed,2026-02-15
2009,2009,Net Banking,Completed,2025-08-13
2010,2010,UPI,Completed,2025-12-31
2011,2011,Net Banking,Completed,2024-11-01
2012,2012,Debit Card,Failed,2025-12-11
2013,2013,Credit Card,Completed,2026-05-18
2014,2014,Credit Card,Completed,2024-04-11
2015,2015,Debit Card,Completed,2025-06-05
2016,2016,Net Banking,Completed,2024-02-05
2017,2017,UPI,Completed,2025-03-26
2018,2018,Debit Card,Completed,2025-03-27
2019,2019,Debit Card,Completed,2024-09-05
2020,2020,Net Banking,Completed,2026-03-15
2021,2021,Net Banking,Completed,2024-11-07
2022,2022,Net Banking,Failed,2024-07-21
2023,2023,Credit Card,Completed,2025-09-02
2024,2024,UPI,Completed,2025-05-23
2025,2025,COD,Completed,2025-03-18
2026,2026,COD,Completed,2025-08-01
2027,2027,Debit Card,Completed,2026-04-23
2028,2028,Net Banking,Failed,2024-10-05
2029,2029,Debit Card,Completed,2025-12-08
2030,2030,Debit Card,Failed,2026-02-19
2031,2031,Credit Card,Completed,2024-01-09
2032,2032,UPI,Completed,2025-12-08
2033,2033,Debit Card,Failed,2024-12-06
2034,2034,Net Banking,Completed,2025-04-10
2035,2035,Net Banking,Completed,2024-01-24
2036,2036,COD,Completed,2025-04-26
2037,2037,Debit Card,Completed,2026-03-09
2038,2038,UPI,Completed,2025-03-16
2039,2039,Credit Card,Failed,2024-10-03
2040,2040,Debit Card,Completed,2024-06-28
2041,2041,COD,Completed,2024-09-20
2042,2042,Net Banking,Failed,2025-01-15
2043,2043,Net Banking,Completed,2024-03-17
2044,2044,COD,Failed,2024-02-29
2045,2045,Credit Card,Completed,2024-12-11
2046,2046,Debit Card,Failed,2024-07-20
2047,2047,Debit Card,Completed,2025-06-17
2048,2048,Credit Card,Failed,2024-06-15
2049,2049,Credit Card,Completed,2025-11-05
2050,2050,Credit Card,Completed,2025-04-12
2051,2051,Credit Card,Failed,2024-12-16
2052,2052,UPI,Completed,2025-06-04
2053,2053,Net Banking,Completed,2024-08-05
2054,2054,Debit Card,Failed,2025-01-22
2055,2055,UPI,Completed,2026-04-04
2056,2056,UPI,Completed,2024-04-25
2057,2057,Net Banking,Completed,2024-09-22
2058,2058,Debit Card,Completed,2025-04-26
2059,2059,UPI,Completed,2024-09-07
2060,2060,Net Banking,Completed,2024-02-05
2061,2061,Debit Card,Completed,2025-06-19
2062,2062,Debit Card,Failed,2025-03-20
2063,2063,Net Banking,Completed,2025-04-11
2064,2064,Net Banking,Completed,2026-01-19
2065,2065,Credit Card,Failed,2025-01-03
2066,2066,COD,Completed,2024-12-04
2067,2067,Credit Card,Completed,2025-08-14
2068,2068,Net Banking,Completed,2024-10-31
2069,2069,Debit Card,Completed,2025-10-01
2070,2070,Net Banking,Completed,2026-03-25
2071,2071,Debit Card,Completed,2024-02-09
2072,2072,Credit Card,Completed,2026-01-25
2073,2073,Debit Card,Completed,2024-03-21
2074,2074,Net Banking,Failed,2026-04-22
2075,2075,Credit Card,Completed,2024-08-04
2076,2076,Credit Card,Failed,2025-08-11
2077,2077,Credit Card,Completed,2025-03-22
2078,2078,Debit Card,Failed,2024-06-25
2079,2079,Credit Card,Completed,2025-05-13
2080,2080,Net Banking,Completed,2026-04-24
2081,2081,Credit Card,Failed,2025-11-02
2082,2082,Net Banking,Completed,2024-11-20
2083,2083,UPI,Completed,2025-04-19
2084,2084,UPI,Completed,2025-04-26
2085,2085,Net Banking,Completed,2024-11-20
2086,2086,UPI,Completed,2025-06-03
2087,2087,Net Banking,Failed,2025-04-12
2088,2088,Credit Card,Failed,2024-09-29
2089,2089,Net Banking,Completed,2025-01-08
2090,2090,Net Banking,Completed,2024-09-07
2091,2091,COD,Completed,2025-03-29
2092,2092,COD,Completed,2025-01-02
2093,2093,Debit Card,Completed,2025-08-27
2094,2094,Credit Card,Completed,2024-06-23
2095,2095,Debit Card,Completed,2025-07-03
2096,2096,COD,Completed,2025-11-30
2097,2097,Credit Card,Completed,2024-06-24
2098,2098,Credit Card,Completed,2025-06-01
2099,2099,UPI,Completed,2025-03-08
2100,2100,UPI,Completed,2025-04-30
2101,2101,UPI,Completed,2024-09-26
2102,2102,COD,Completed,2024-11-06
2103,2103,Debit Card,Completed,2026-02-17
2104,2104,Credit Card,Completed,2024-03-15
2105,2105,Net Banking,Failed,2026-04-15
2106,2106,Net Banking,Completed,2024-08-01
2107,2107,Net Banking,Completed,2025-01-15
2108,2108,COD,Completed,2025-06-17
2109,2109,Debit Card,Completed,2026-01-19
2110,2110,Net Banking,Failed,2024-02-04
2111,2111,Debit Card,Completed,2025-09-06
2112,2112,Net Banking,Completed,2024-04-29
2113,2113,Net Banking,Failed,2024-05-26
2114,2114,COD,Completed,2024-12-05
2115,2115,UPI,Failed,2026-04-06
2116,2116,UPI,Completed,2025-10-23
2117,2117,COD,Completed,2024-12-29
2118,2118,Net Banking,Completed,2024-01-16
2119,2119,COD,Completed,2026-01-21
2120,2120,Debit Card,Failed,2024-11-23
2121,2121,UPI,Completed,2025-01-07
2122,2122,Credit Card,Completed,2024-07-28
2123,2123,UPI,Completed,2024-08-15
2124,2124,COD,Completed,2024-08-05
2125,2125,UPI,Failed,2025-09-18
2126,2126,UPI,Completed,2025-10-17
2127,2127,Credit Card,Completed,2024-09-12
2128,2128,UPI,Completed,2026-03-07
2129,2129,Credit Card,Completed,2025-11-05
2130,2130,UPI,Completed,2024-02-14
2131,2131,UPI,Failed,2025-10-27
2132,2132,Credit Card,Completed,2024-02-16
2133,2133,Credit Card,Completed,2025-06-16
2134,2134,COD,Completed,2025-09-28
2135,2135,COD,Completed,2024-07-06
2136,2136,Credit Card,Completed,2024-08-09
2137,2137,Net Banking,Failed,2025-07-23
2138,2138,Debit Card,Failed,2024-12-19
2139,2139,Debit Card,Failed,2025-11-30
2140,2140,Net Banking,Completed,2025-02-10
2141,2141,Debit Card,Completed,2025-05-18
2142,2142,Debit Card,Completed,2024-02-17
2143,2143,COD,Completed,2026-03-27
2144,2144,UPI,Failed,2025-12-31
2145,2145,Credit Card,Completed,2024-09-11
2146,2146,Net Banking,Failed,2024-01-01
2147,2147,Credit Card,Completed,2025-07-27
2148,2148,Credit Card,Failed,2026-01-07
2149,2149,COD,Completed,2026-03-09
2150,2150,COD,Completed,2026-01-27
2151,2151,COD,Completed,2026-05-06
2152,2152,Net Banking,Completed,2024-07-20
2153,2153,COD,Completed,2026-01-11
2154,2154,Credit Card,Completed,2025-07-14
2155,2155,Net Banking,Completed,2024-11-25
2156,2156,Credit Card,Completed,2024-10-22
2157,2157,COD,Completed,2026-02-10
2158,2158,Net Banking,Completed,2025-07-04
2159,2159,Net Banking,Failed,2025-11-09
2160,2160,Credit Card,Completed,2025-05-02
2161,2161,Debit Card,Completed,2024-08-14
2162,2162,Net Banking,Failed,2024-07-03
2163,2163,UPI,Failed,2024-10-09
2164,2164,UPI,Failed,2024-08-28
2165,2165,Debit Card,Completed,2024-03-14
2166,2166,Debit Card,Completed,2026-01-13
2167,2167,UPI,Failed,2025-07-14
2168,2168,Net Banking,Completed,2024-01-05
2169,2169,UPI,Failed,2025-11-25
2170,2170,COD,Completed,2025-05-06
2171,2171,COD,Failed,2024-03-03
2172,2172,Debit Card,Completed,2024-06-06
2173,2173,UPI,Completed,2025-02-11
2174,2174,Net Banking,Completed,2024-09-24
2175,2175,UPI,Completed,2024-02-15
2176,2176,UPI,Failed,2024-04-02
2177,2177,Debit Card,Completed,2025-06-15
2178,2178,Credit Card,Completed,2024-11-03
2179,2179,COD,Completed,2025-12-15
2180,2180,Debit Card,Completed,2024-09-24
2181,2181,COD,Completed,2025-12-14
2182,2182,Credit Card,Completed,2025-03-28
2183,2183,UPI,Completed,2024-10-21
2184,2184,Debit Card,Failed,2026-05-20
2185,2185,UPI,Completed,2024-07-24
2186,2186,UPI,Completed,2024-03-12
2187,2187,Net Banking,Completed,2025-02-01
2188,2188,Debit Card,Failed,2024-12-27
2189,2189,UPI,Completed,2024-03-26
2190,2190,COD,Completed,2025-12-28
2191,2191,Net Banking,Completed,2026-01-21
2192,2192,Debit Card,Completed,2025-03-29
2193,2193,COD,Completed,2025-08-22
2194,2194,Credit Card,Completed,2025-11-12
2195,2195,COD,Failed,2024-02-09
2196,2196,COD,Completed,2025-02-10
2197,2197,COD,Completed,2025-10-25
2198,2198,UPI,Completed,2025-12-10
2199,2199,Debit Card,Completed,2024-10-12
2200,2200,Debit Card,Completed,2024-01-03
2201,2201,Credit Card,Completed,2025-01-25
2202,2202,Credit Card,Completed,2026-04-27
2203,2203,Net Banking,Completed,2025-09-27
2204,2204,UPI,Failed,2024-08-19
2205,2205,UPI,Completed,2025-08-16
2206,2206,Net Banking,Completed,2024-03-15
2207,2207,Net Banking,Completed,2024-12-03
2208,2208,Debit Card,Completed,2024-08-31
2209,2209,Net Banking,Completed,2026-04-23
2210,2210,Credit Card,Completed,2025-12-02
2211,2211,UPI,Failed,2024-12-14
2212,2212,Debit Card,Completed,2024-01-30
2213,2213,UPI,Completed,2025-07-13
2214,2214,UPI,Completed,2024-03-27
2215,2215,UPI,Failed,2025-04-22
2216,2216,Debit Card,Failed,2025-07-12
2217,2217,Debit Card,Completed,2025-12-13
2218,2218,UPI,Failed,2026-05-27
2219,2219,COD,Completed,2025-08-21
2220,2220,Debit Card,Failed,2024-01-07
2221,2221,UPI,Failed,2025-03-23
2222,2222,Credit Card,Failed,2025-05-26
2223,2223,Credit Card,Completed,2025-09-29
2224,2224,Debit Card,Failed,2024-01-24
2225,2225,Net Banking,Failed,2024-06-18
2226,2226,Credit Card,Failed,2026-01-03
2227,2227,Credit Card,Failed,2025-01-03
2228,2228,Debit Card,Completed,2024-06-16
2229,2229,Net Banking,Failed,2024-02-28
2230,2230,Net Banking,Completed,2025-10-08
2231,2231,UPI,Completed,2025-10-29
2232,2232,UPI,Failed,2024-08-26
2233,2233,Net Banking,Completed,2024-07-28
2234,2234,COD,Completed,2025-06-28
2235,2235,Net Banking,Completed,2024-06-16
2236,2236,COD,Completed,2024-12-09
2237,2237,Credit Card,Failed,2025-04-03
2238,2238,Debit Card,Completed,2024-08-06
2239,2239,Net Banking,Failed,2025-09-21
2240,2240,Credit Card,Failed,2024-02-26
2241,2241,Debit Card,Completed,2026-04-08
2242,2242,Credit Card,Completed,2024-06-03
2243,2243,Credit Card,Completed,2025-01-13
2244,2244,Debit Card,Failed,2024-04-18
2245,2245,COD,Completed,2025-04-01
2246,2246,Debit Card,Completed,2025-10-28
2247,2247,Net Banking,Completed,2024-01-19
2248,2248,Net Banking,Completed,2025-11-26
2249,2249,Net Banking,Completed,2024-05-30
2250,2250,Debit Card,Completed,2024-05-29
2251,2251,Debit Card,Completed,2025-04-26
2252,2252,Debit Card,Failed,2026-01-10
2253,2253,Credit Card,Completed,2024-07-22
2254,2254,Credit Card,Completed,2025-05-02
2255,2255,UPI,Failed,2026-01-29
2256,2256,COD,Completed,2024-09-25
2257,2257,UPI,Completed,2024-09-12
2258,2258,Credit Card,Completed,2025-12-07
2259,2259,Credit Card,Completed,2024-08-23
2260,2260,UPI,Completed,2024-12-06
2261,2261,Net Banking,Failed,2024-07-20
2262,2262,Net Banking,Completed,2025-09-18
2263,2263,COD,Completed,2025-09-10
2264,2264,COD,Completed,2024-05-01
2265,2265,Net Banking,Completed,2025-08-05
2266,2266,COD,Completed,2026-04-16
2267,2267,Net Banking,Completed,2025-05-22
2268,2268,Credit Card,Completed,2025-07-24
2269,2269,COD,Completed,2024-02-05
2270,2270,Debit Card,Completed,2024-04-15
2271,2271,Net Banking,Completed,2025-08-27
2272,2272,Net Banking,Failed,2025-05-20
2273,2273,Credit Card,Completed,2024-06-26
2274,2274,Credit Card,Completed,2024-09-05
2275,2275,Net Banking,Completed,2025-07-26
2276,2276,COD,Completed,2025-06-17
2277,2277,Credit Card,Completed,2024-12-30
2278,2278,Net Banking,Completed,2024-10-07
2279,2279,Net Banking,Failed,2025-11-30
2280,2280,Credit Card,Completed,2025-03-21
2281,2281,Debit Card,Completed,2026-01-22
2282,2282,COD,Completed,2024-01-10
2283,2283,UPI,Completed,2024-01-21
2284,2284,Credit Card,Failed,2025-10-20
2285,2285,UPI,Completed,2024-10-12
2286,2286,Debit Card,Failed,2025-04-21
2287,2287,Debit Card,Completed,2024-08-03
2288,2288,UPI,Failed,2025-12-08
2289,2289,UPI,Failed,2025-08-17
2290,2290,COD,Failed,2024-08-31
2291,2291,Debit Card,Completed,2026-04-16
2292,2292,Debit Card,Failed,2026-05-13
2293,2293,COD,Completed,2026-03-29
2294,2294,Net Banking,Completed,2025-02-04
2295,2295,UPI,Completed,2026-02-02
2296,2296,COD,Completed,2024-06-29
2297,2297,COD,Failed,2024-06-11
2298,2298,Debit Card,Completed,2025-10-08
2299,2299,Debit Card,Failed,2026-05-04
2300,2300,Net Banking,Failed,2024-06-27
2301,2301,COD,Completed,2025-04-17
2302,2302,Credit Card,Failed,2025-07-27
2303,2303,Net Banking,Completed,2026-01-03
2304,2304,UPI,Completed,2024-12-10
2305,2305,COD,Completed,2024-05-19
2306,2306,UPI,Completed,2024-12-07
2307,2307,Debit Card,Completed,2025-02-02
2308,2308,Debit Card,Completed,2025-10-22
2309,2309,COD,Completed,2026-02-14
2310,2310,UPI,Completed,2025-09-22
2311,2311,Credit Card,Completed,2026-02-20
2312,2312,Net Banking,Completed,2026-03-28
2313,2313,UPI,Completed,2024-06-22
2314,2314,UPI,Completed,2025-01-05
2315,2315,Debit Card,Completed,2025-09-07
2316,2316,Credit Card,Completed,2026-03-09
2317,2317,COD,Failed,2025-01-29
2318,2318,COD,Completed,2025-11-05
2319,2319,Debit Card,Failed,2025-08-15
2320,2320,COD,Failed,2024-03-19
2321,2321,COD,Completed,2025-04-25
2322,2322,Debit Card,Completed,2024-09-17
2323,2323,Net Banking,Completed,2024-09-22
2324,2324,Credit Card,Completed,2025-03-21
2325,2325,Net Banking,Completed,2025-02-12
2326,2326,Credit Card,Completed,2024-02-09
2327,2327,Debit Card,Completed,2025-07-07
2328,2328,Credit Card,Completed,2025-06-13
2329,2329,Net Banking,Completed,2024-07-07
2330,2330,Credit Card,Completed,2025-10-09
2331,2331,UPI,Completed,2025-11-20
2332,2332,COD,Completed,2025-09-16
2333,2333,UPI,Failed,2026-05-13
2334,2334,COD,Failed,2025-07-21
2335,2335,COD,Completed,2025-06-16
2336,2336,Credit Card,Completed,2026-01-28
2337,2337,Debit Card,Failed,2026-02-20
2338,2338,COD,Completed,2025-09-18
2339,2339,COD,Completed,2024-01-14
2340,2340,Debit Card,Completed,2026-02-07
2341,2341,COD,Completed,2025-09-08
2342,2342,Credit Card,Completed,2024-02-12
2343,2343,Net Banking,Failed,2026-02-04
2344,2344,COD,Completed,2024-02-19
2345,2345,UPI,Failed,2024-03-21
2346,2346,UPI,Completed,2024-01-05
2347,2347,UPI,Completed,2025-04-27
2348,2348,Credit Card,Failed,2026-04-15
2349,2349,Net Banking,Failed,2024-07-03
2350,2350,UPI,Failed,2025-12-03
2351,2351,COD,Completed,2024-04-21
2352,2352,Net Banking,Completed,2024-01-09
2353,2353,Net Banking,Completed,2025-09-30
2354,2354,Net Banking,Completed,2025-09-01
2355,2355,UPI,Failed,2024-12-20
2356,2356,UPI,Completed,2025-04-11
2357,2357,COD,Completed,2024-12-01
2358,2358,UPI,Completed,2026-02-08
2359,2359,UPI,Completed,2024-07-07
2360,2360,Credit Card,Completed,2026-02-19
2361,2361,Credit Card,Completed,2026-04-11
2362,2362,COD,Failed,2026-03-17
2363,2363,Debit Card,Failed,2025-08-31
2364,2364,UPI,Completed,2025-01-24
2365,2365,COD,Failed,2025-03-27
2366,2366,COD,Completed,2025-09-03
2367,2367,COD,Completed,2024-05-30
2368,2368,COD,Failed,2025-07-04
2369,2369,UPI,Completed,2024-06-29
2370,2370,COD,Failed,2025-12-24
2371,2371,UPI,Completed,2024-08-12
2372,2372,UPI,Completed,2026-01-05
2373,2373,Debit Card,Failed,2026-04-18
2374,2374,Net Banking,Completed,2024-02-26
2375,2375,Debit Card,Failed,2024-08-30
2376,2376,COD,Completed,2024-11-21
2377,2377,COD,Completed,2025-12-24
2378,2378,UPI,Completed,2025-11-28
2379,2379,Debit Card,Completed,2024-11-18
2380,2380,COD,Completed,2024-10-21
2381,2381,COD,Completed,2025-07-17
2382,2382,COD,Completed,2025-03-20
2383,2383,UPI,Failed,2025-06-29
2384,2384,COD,Completed,2024-01-21
2385,2385,Debit Card,Completed,2025-09-20
2386,2386,Debit Card,Completed,2025-11-11
2387,2387,Debit Card,Failed,2025-12-23
2388,2388,UPI,Completed,2025-10-24
2389,2389,COD,Completed,2025-11-22
2390,2390,Credit Card,Completed,2025-07-13
2391,2391,Debit Card,Completed,2024-11-07
2392,2392,UPI,Failed,2025-06-28
2393,2393,Debit Card,Completed,2025-09-26
2394,2394,Net Banking,Completed,2024-10-04
2395,2395,COD,Failed,2026-01-04
2396,2396,Credit Card,Completed,2025-01-04
2397,2397,UPI,Completed,2024-05-15
2398,2398,COD,Completed,2024-07-15
2399,2399,Credit Card,Failed,2026-03-05
2400,2400,Credit Card,Completed,2024-12-11
2401,2401,Net Banking,Completed,2024-04-13
2402,2402,UPI,Completed,2024-01-28
2403,2403,Debit Card,Completed,2024-04-16
2404,2404,Debit Card,Completed,2024-09-04
2405,2405,UPI,Failed,2025-11-22
2406,2406,Net Banking,Completed,2025-11-14
2407,2407,UPI,Completed,2026-01-11
2408,2408,COD,Failed,2025-07-20
2409,2409,UPI,Completed,2024-09-22
