order_item_id,order_id,product_id,quantity,unit_price
2028,1016,552,2,12911.28
2029,1016,442,5,9668.48
2030,1017,789,2,4499.22
2031,1017,877,2,31434
2032,1018,523,3,24596.34
2033,1019,554,3,48765.85
2034,1019,492,1,45189.87
2035,1020,313,1,27797.46
2036,1021,711,3,13729.97
2037,1021,70,3,3090.36
2038,1022,371,5,47253.44
2039,1022,75,1,43059.37
2040,1022,944,3,2150.69
2041,1023,724,1,37163.41
2042,1023,63,3,28782.12
2043,1024,188,3,42293.15
2044,1024,912,1,42793.14
2045,1025,641,3,37315.19
2046,1025,178,1,3933.42
2047,1025,864,3,37617.07
2048,1026,4,4,29233.37
2049,1026,6,4,13069.03
2050,1026,435,2,16468.03
2051,1027,584,5,48384.3
2052,1028,877,5,32416.16
2053,1028,781,4,15099.06
2054,1029,340,5,36229.21
2055,1029,193,4,16480.27
2056,1030,882,1,38849.68
2057,1031,337,5,2020.96
2058,1031,868,2,13789.31
2059,1032,48,2,48121.84
2060,1032,961,2,13496.99
2061,1032,655,1,2234.01
2062,1033,565,4,1866.59
2063,1034,165,4,35719.37
2064,1034,976,5,38339.66
2065,1034,292,1,41437.84
2066,1035,264,1,11657.49
2067,1035,327,5,33666.85
2068,1035,444,3,20105.97
2069,1036,406,1,34507.85
2070,1037,984,1,904.71
2071,1038,744,5,43437.37
2072,1039,915,2,44667.84
2073,1039,185,4,42332.06
2074,1040,996,5,49765.65
2075,1040,40,4,25420.25
2076,1041,974,1,29843.27
2077,1041,967,4,6799.91
2078,1041,595,3,19450.78
2079,1042,751,3,1819.72
2080,1043,200,3,3180.74
2081,1044,854,5,182.08
2082,1044,717,3,46718.92
2083,1045,969,4,44108.03
2084,1045,82,4,19372.47
2085,1046,907,2,43957.1
2086,1047,551,4,12622.25
2087,1048,130,2,2577.28
2088,1049,960,2,25279.18
2089,1049,402,4,24477.76
2090,1050,703,4,7995.68
2091,1050,233,2,26979.37
2092,1050,594,5,21181.13
2093,1051,178,3,10571.44
2094,1052,296,3,23235.37
2095,1052,36,2,44683.85
2096,1052,30,5,42111.31
2097,1053,75,1,15385.26
2098,1053,25,5,22354.55
2099,1053,589,1,37844.53
2100,1054,509,4,41707.34
2101,1055,597,5,13646.05
2102,1055,303,5,18597.68
2103,1056,374,5,29000.26
2104,1057,660,4,40120.48
2105,1057,477,5,4541.99
2106,1057,670,3,34774.98
2107,1058,211,3,13715.5
2108,1058,238,5,20282.54
2109,1058,868,3,42923.98
2110,1059,963,3,6740.72
2111,1059,695,4,45514.8
2112,1059,161,1,13321.2
2113,1060,101,1,10476.88
2114,1060,472,3,22343.58
2115,1060,824,4,5637.34
2116,1061,474,1,15278.44
2117,1061,614,2,4321.3
2118,1061,406,4,37724.36
2119,1062,46,1,1194.22
2120,1063,350,4,7026.07
2121,1064,270,5,10628.95
2122,1064,806,2,22606.19
2123,1065,744,4,32172.46
2124,1066,701,2,47603.65
2125,1066,955,3,40659.88
2126,1067,609,1,40388.97
2127,1067,55,4,9105.73
2128,1068,569,3,41851.8
2129,1068,904,4,31449.47
2130,1068,467,2,48222.09
2131,1069,102,4,25805.89
2132,1069,398,2,43978.99
2133,1069,470,2,11259.95
2134,1070,920,4,43681.37
2135,1070,925,4,27329.76
2136,1071,45,2,41547.16
2137,1072,728,1,33933.3
2138,1073,639,3,19840.18
2139,1074,573,4,14945.61
2140,1074,529,2,22326.58
2141,1074,931,2,46077.9
2142,1075,407,3,4870.39
2143,1075,529,2,16000.39
2144,1075,599,2,35848.32
2145,1076,890,5,8035.62
2146,1077,168,3,3586.89
2147,1077,282,1,1236.48
2148,1078,264,5,13060.5
2149,1079,448,5,6692.55
2150,1079,856,1,30468.49
2151,1079,238,1,38079.2
2152,1080,654,4,28917.49
2153,1080,754,3,24651.86
2154,1081,607,5,40593.8
2155,1082,754,1,19962.45
2156,1082,715,3,7787.09
2157,1082,88,5,15574.79
2158,1083,123,4,46209.18
2159,1083,416,1,25572.21
2160,1083,857,5,7705.77
2161,1084,183,4,14449.91
2162,1085,192,3,7545.61
2163,1086,643,3,19819.68
2164,1087,485,2,20154.59
2165,1087,170,3,31972
2166,1088,321,2,38998.57
2167,1089,829,4,19757.95
2168,1089,733,3,21574.66
2169,1089,863,3,7417.54
2170,1090,400,1,17945.66
2171,1090,972,4,12196.2
2172,1091,122,5,28215.74
2173,1092,776,2,29279.16
2174,1093,705,4,18858.77
2175,1093,387,1,18358.23
2176,1093,830,3,19852.36
2177,1094,504,1,28906.59
2178,1095,283,2,12746.76
2179,1096,904,5,10652.71
2180,1096,813,5,47938.53
2181,1096,394,5,46165.46
2182,1097,835,2,46810.58
2183,1097,900,3,31844.87
2184,1098,963,1,16217.31
2185,1099,744,3,34883.41
2186,1099,596,3,661.55
2187,1099,702,3,45827.7
2188,1100,786,2,25470.91
2189,1100,90,2,46251.97
2190,1101,309,1,21624.51
2191,1101,231,1,6222.41
2192,1101,399,3,3012.19
2193,1102,267,3,9598.11
2194,1102,460,3,28172.13
2195,1102,333,5,35295.45
2196,1103,542,4,10844.63
2197,1103,270,3,47247.03
2198,1103,423,3,23823.73
2199,1104,419,3,2708.25
2200,1104,783,1,46188.8
2201,1104,342,4,11679.59
2202,1105,130,4,5747.41
2203,1106,886,4,3736.31
2204,1106,277,5,12448.98
2205,1107,101,5,37921.71
2206,1107,656,2,9160.42
2207,1108,904,5,20482.6
2208,1109,280,3,5413.79
2209,1110,22,3,47018.31
2210,1110,598,5,40064.67
2211,1111,368,3,39145.78
2212,1111,732,1,47330.46
2213,1111,175,5,41335.16
2214,1112,134,1,871.57
2215,1112,795,4,31807.86
2216,1113,78,1,11222.08
2217,1113,159,3,33199.36
2218,1114,136,2,2854.46
2219,1114,59,5,30267.67
2220,1114,344,3,25379.42
2221,1115,386,4,42693.95
2222,1115,260,3,13055.09
2223,1115,786,3,2043.48
2224,1116,900,5,8069.63
2225,1116,58,2,40114.85
2226,1117,961,4,8619.97
2227,1118,65,4,9231.15
2228,1118,144,5,22020.37
2229,1119,677,2,42547.34
2230,1119,144,2,42093.84
2231,1119,595,3,45573.31
2232,1120,369,1,5410.33
2233,1121,111,3,17110.11
2234,1121,567,2,25637.01
2235,1121,404,2,18624.68
2236,1122,854,2,13863.4
2237,1122,207,4,37286.34
2238,1123,405,2,32454.59
2239,1123,652,3,3347.34
2240,1123,240,2,46469.72
2241,1124,645,1,15589.96
2242,1124,772,4,42432.4
2243,1124,434,5,5047.48
2244,1125,417,2,11377.08
2245,1125,161,1,40407.19
2246,1125,578,4,35429.86
2247,1126,551,1,25381.93
2248,1127,483,4,12558.53
2249,1128,330,2,36717.76
2250,1128,712,3,47280.74
2251,1129,204,5,30422.31
2252,1129,348,3,36846.92
2253,1130,842,1,43397.08
2254,1131,557,2,929.62
2255,1132,681,2,16694.48
2256,1132,723,1,29102.31
2257,1133,308,4,5631.73
2258,1133,592,3,39422.3
2259,1133,641,4,40781.41
2260,1134,666,3,47696.92
2261,1134,573,4,5254.91
2262,1134,507,1,15089.35
2263,1135,316,4,23120.18
2264,1136,390,2,23566.28
2265,1137,26,1,22423.29
2266,1137,209,1,49094
2267,1138,418,4,4287.75
2268,1139,823,5,6347.59
2269,1139,124,5,6553.32
2270,1140,501,3,15393.49
2271,1140,86,1,28214.12
2272,1140,61,4,24511.12
2273,1141,203,2,795.95
2274,1142,212,3,35117.97
2275,1142,761,2,16317.13
2276,1143,878,5,37295.44
2277,1143,355,3,49613.52
2278,1144,192,1,10458.81
2279,1144,144,4,14466.41
2280,1145,393,2,33468.6
2281,1145,613,1,3712.74
2282,1146,403,2,14370.63
2283,1146,251,3,41738.56
2284,1146,206,3,44009.33
2285,1147,411,1,27893.69
2286,1147,167,3,33917.61
2287,1148,764,4,31759.83
2288,1149,147,4,42321.87
2289,1149,332,2,6007.47
2290,1149,947,3,43344.73
2291,1150,607,5,31499.28
2292,1151,520,1,28068.06
2293,1151,388,4,5043.75
2294,1152,225,1,19910.17
2295,1152,404,3,43746.84
2296,1153,456,4,30647.85
2297,1154,561,4,5452.72
2298,1154,223,1,5215.77
2299,1155,736,4,45902.28
2300,1156,263,4,29538.52
2301,1156,256,3,22454.6
2302,1156,668,4,45140.76
2303,1157,222,1,42748.27
2304,1158,681,3,19604.57
2305,1159,420,2,4078.11
2306,1159,66,5,26607.52
2307,1159,214,5,27081.6
2308,1160,916,2,250.78
2309,1160,269,2,11496.16
2310,1161,541,1,26128.38
2311,1161,198,4,514.74
2312,1162,324,3,49157.06
2313,1162,468,2,25087.04
2314,1162,918,1,587.92
2315,1163,880,5,28631.39
2316,1163,421,3,37994.42
2317,1164,796,1,3172.57
2318,1164,281,1,28671.08
2319,1164,798,2,20157.72
2320,1165,434,1,15559.05
2321,1165,510,2,2426.39
2322,1166,960,4,32101.54
2323,1167,360,3,45774.62
2324,1168,452,4,36606.68
2325,1168,343,2,10185.31
2326,1168,225,5,13862.96
2327,1169,473,1,47879.05
2328,1169,887,1,10494.88
2329,1170,532,5,16636.4
2330,1170,727,4,25753.77
2331,1170,392,1,49295.54
2332,1171,598,4,25581.88
2333,1171,894,2,16651.72
2334,1171,130,3,9090.79
2335,1172,466,1,28248.55
2336,1173,425,4,17719.99
2337,1174,673,5,21543.22
2338,1174,890,1,40919.82
2339,1175,235,1,798.84
2340,1175,974,3,25731.42
2341,1176,929,4,27792.37
2342,1177,67,1,30083.87
2343,1178,438,1,40679.25
2344,1178,216,2,17304.99
2345,1179,760,4,38081.02
2346,1179,629,4,18162.22
2347,1180,379,1,477.19
2348,1180,730,4,48210.75
2349,1181,87,3,18700
2350,1181,414,2,39152.34
2351,1181,638,2,45477.26
2352,1182,200,2,10256.83
2353,1182,525,5,40303.11
2354,1183,659,1,45053.45
2355,1183,840,1,34954.6
2356,1184,984,3,40758.49
2357,1185,728,4,18946.55
2358,1186,926,1,683.09
2359,1186,432,3,27093.78
2360,1187,768,1,121.11
2361,1187,310,5,35328.5
2362,1188,297,4,21385.78
2363,1189,991,3,14640.44
2364,1190,821,2,9545.57
2365,1190,927,1,13757.81
2366,1190,759,3,19627.64
2367,1191,700,3,30954.11
2368,1191,71,5,4137.68
2369,1192,531,5,6651.21
2370,1192,352,5,910.01
2371,1192,511,2,48220.82
2372,1193,155,1,41405.63
2373,1193,840,2,27092.69
2374,1194,175,3,1614.4
2375,1194,119,2,42590.97
2376,1195,749,1,19849.15
2377,1195,813,3,29568.71
2378,1196,333,3,19146.51
2379,1197,776,1,49185.5
2380,1198,659,5,44283.76
2381,1199,72,4,14313.02
2382,1199,747,3,36998.8
2383,1199,762,2,5928.81
2384,1200,86,2,47297.13
2385,1200,972,3,21938.69
2386,1200,421,1,24208.19
2387,1201,886,1,31306.48
2388,1201,714,5,45251.39
2389,1201,995,1,20327.21
2390,1202,519,5,45503.82
2391,1202,560,4,38658.94
2392,1202,142,3,39135.22
2393,1203,969,1,34945.45
2394,1203,119,2,37294.65
2395,1204,800,2,26297.58
2396,1204,822,2,6220.54
2397,1204,260,2,16636.32
2398,1205,435,4,26036.01
2399,1205,190,1,26060.98
2400,1206,175,2,46056.57
2401,1206,202,5,32479.35
2402,1206,181,5,41101.92
2403,1207,973,3,21452.23
2404,1208,797,4,5837.44
2405,1208,177,4,15463.38
2406,1208,590,1,42346.99
2407,1209,263,2,40186.08
2408,1209,223,1,25779.91
2409,1209,804,4,35026.03
2410,1210,554,5,30182.01
2411,1210,947,5,33741.56
2412,1211,706,1,18117.28
2413,1212,438,5,26777.94
2414,1212,212,3,4767.27
2415,1213,67,1,10903.51
2416,1213,217,1,16931.77
2417,1214,301,3,36833.51
2418,1214,517,2,7622.49
2419,1215,941,4,23036.46
2420,1215,847,1,31000.32
2421,1216,552,4,46718.06
2422,1216,597,3,3075.67
2423,1216,22,3,20567.92
2424,1217,820,2,4537.67
2425,1217,601,2,39976.75
2426,1217,212,5,7459.16
2427,1218,429,3,1983.61
2428,1218,905,2,8539.52
2429,1218,65,4,38171.83
2430,1219,277,5,10451.56
2431,1220,571,5,46704.39
2432,1220,602,2,1728.23
2433,1220,630,3,17379.41
2434,1221,438,2,24693.52
2435,1221,528,2,5177.21
2436,1222,961,3,18648.06
2437,1222,341,4,17999.97
2438,1223,509,3,48632.44
2439,1224,285,4,45489.22
2440,1224,292,2,20798.17
2441,1225,822,5,14493.94
2442,1226,595,1,16190.89
2443,1226,236,1,31850.82
2444,1226,374,5,4032.26
2445,1227,216,5,21524.03
2446,1227,450,2,43176.83
2447,1228,564,5,41412.52
2448,1228,638,3,26224.22
2449,1229,488,2,39827.06
2450,1229,160,4,6576.99
2451,1229,388,4,34394.81
2452,1230,966,1,34110.35
2453,1230,193,2,5427.11
2454,1231,246,1,15762.58
2455,1232,77,1,48548.69
2456,1232,692,5,39045.8
2457,1233,403,1,20312.47
2458,1233,108,2,28947.59
2459,1233,921,3,15443.2
2460,1234,959,5,47721.05
2461,1234,756,3,18108.36
2462,1234,718,3,10197.02
2463,1235,812,3,11809.47
2464,1235,31,5,6530.03
2465,1235,740,5,9217.97
2466,1236,402,3,43606.58
2467,1236,395,4,33923.96
2468,1236,14,1,21755.31
2469,1237,421,5,7091.27
2470,1237,735,3,34172.05
2471,1238,994,3,15099.05
2472,1238,523,4,47438.6
2473,1238,60,5,37924.11
2474,1239,414,4,39993.65
2475,1239,586,3,21430.07
2476,1240,237,5,29580.58
2477,1241,947,1,24076.57
2478,1242,527,5,28353.46
2479,1242,761,2,5009.67
2480,1243,305,5,41029.37
2481,1243,715,5,404.65
2482,1243,733,2,8174.43
2483,1244,197,2,49256.55
2484,1245,574,4,8457.79
2485,1245,594,2,47588.51
2486,1246,376,5,13520.48
2487,1246,713,3,14111.48
2488,1246,245,2,24398.29
2489,1247,363,1,43924.43
2490,1247,461,2,570.07
2491,1247,563,4,9231.4
2492,1248,469,4,26900.79
2493,1248,987,5,11873.79
2494,1248,793,3,14504.89
2495,1249,284,2,5149.86
2496,1249,119,2,38551
2497,1249,865,5,29153.05
2498,1250,198,5,3025.77
2499,1250,996,3,30849.48
2500,1250,378,1,19437.52
2501,1251,559,5,29479.2
2502,1251,163,2,34715.35
2503,1252,988,3,42333.14
2504,1253,511,1,23333.45
2505,1253,977,2,33429.88
2506,1253,107,3,49731.16
2507,1254,984,5,43534.3
2508,1255,137,3,19579.56
2509,1256,202,5,24468.13
2510,1256,860,3,23548.12
2511,1257,809,5,44215.66
2512,1257,142,1,36280.8
2513,1257,610,3,4346.1
2514,1258,816,2,2064.85
2515,1258,480,2,41093.14
2516,1258,690,3,8764.62
2517,1259,428,3,13466.44
2518,1259,985,4,22859.76
2519,1260,531,4,15654.87
2520,1261,51,2,19268.32
2521,1262,179,3,8187.32
2522,1263,574,1,28871.82
2523,1263,243,4,5663.22
2524,1264,282,3,33888.23
2525,1264,218,2,15545.11
2526,1264,64,4,3595.3
2527,1265,938,2,32706.39
2528,1265,940,4,9550.66
2529,1265,453,5,33819.01
2530,1266,885,2,26697.41
2531,1266,389,4,38835.27
2532,1267,453,3,1546.99
2533,1268,443,5,19117.9
2534,1268,289,1,23049.8
2535,1268,387,5,12654.93
2536,1269,166,4,35736.44
2537,1270,73,5,33496.4
2538,1271,334,5,36654.65
2539,1271,284,2,42482.34
2540,1272,16,3,21181.12
2541,1273,952,5,10720.14
2542,1274,807,1,19401.31
2543,1274,442,4,17541.92
2544,1274,908,4,40666.8
2545,1275,389,2,7131.71
2546,1275,803,3,34028.07
2547,1275,359,2,40964.6
2548,1276,942,5,20311.37
2549,1276,606,1,29956.11
2550,1277,477,5,20512.64
2551,1277,576,4,1475.77
2552,1277,613,2,3857.01
2553,1278,563,4,18443.8
2554,1278,552,4,47583.75
2555,1279,738,2,41458
2556,1279,490,1,3372.43
2557,1279,757,3,42861.24
2558,1280,30,3,2301.62
2559,1280,903,5,37650.81
2560,1281,156,3,17093.83
2561,1281,483,1,10750.55
2562,1281,209,1,909.28
2563,1282,289,5,24544.22
2564,1283,816,4,5752.06
2565,1284,837,4,1030.33
2566,1285,480,4,23595.2
2567,1286,114,4,43352.83
2568,1287,280,5,33279.93
2569,1288,679,5,10630.67
2570,1289,2,3,17324.86
2571,1290,256,2,34568.05
2572,1290,135,5,20849.35
2573,1290,499,5,45975.57
2574,1291,59,1,24376.88
2575,1291,313,3,44281.31
2576,1292,502,5,35327.86
2577,1292,417,3,14492.97
2578,1293,876,5,29041.21
2579,1293,174,2,5905.66
2580,1294,182,3,8731.69
2581,1294,104,1,6973.3
2582,1294,468,3,33476.33
2583,1295,235,5,16399.2
2584,1295,698,1,19858.03
2585,1296,426,2,9480.19
2586,1297,782,3,11176.84
2587,1297,451,1,21788.29
2588,1298,757,2,23886.54
2589,1298,436,2,25995.37
2590,1299,360,1,11363
2591,1299,314,5,48236.97
2592,1299,437,1,31877.51
2593,1300,239,4,14644.68
2594,1300,677,4,25476.08
2595,1300,770,2,7178.34
2596,1301,137,4,45343.81
2597,1301,976,5,7047.08
2598,1301,171,3,8184.89
2599,1302,915,1,33995.74
2600,1302,277,2,22236.66
2601,1303,58,1,43197.18
2602,1303,985,4,20246
2603,1304,574,5,47295.84
2604,1305,735,5,39207.66
2605,1305,879,1,5718.53
2606,1306,13,3,19492.76
2607,1306,153,2,5002.19
2608,1306,522,2,23302.34
2609,1307,122,4,13521.06
2610,1307,965,2,23472.38
2611,1308,918,5,41238.6
2612,1308,299,1,23313.36
2613,1309,608,3,41431.99
2614,1309,796,4,48704.72
2615,1309,805,3,12102.45
2616,1310,53,3,38157.89
2617,1310,67,2,16123.27
2618,1311,230,2,25258.04
2619,1312,620,3,49126.33
2620,1312,322,2,41753.4
2621,1312,755,5,38112.28
2622,1313,729,1,7214.38
2623,1313,555,3,9030.41
2624,1314,19,3,48681.33
2625,1315,151,4,32341.6
2626,1315,496,5,41554.39
2627,1316,211,4,31200
2628,1317,209,3,36875.52
2629,1318,619,5,37328.91
2630,1318,190,4,29020.34
2631,1319,660,2,42926.63
2632,1319,179,1,30494.21
2633,1320,231,2,16738.45
2634,1321,236,4,46767.74
2635,1322,372,2,19737.09
2636,1322,208,2,47709.41
2637,1323,810,4,29658.18
2638,1324,770,2,25051.64
2639,1325,376,2,13850.66
2640,1325,322,5,43088.3
2641,1326,224,1,30057.28
2642,1326,330,2,10669.72
2643,1327,518,2,11100.32
2644,1328,47,5,11556.78
2645,1328,678,4,36259.86
2646,1329,387,4,34421.66
2647,1329,393,4,20811.6
2648,1330,346,2,15066.2
2649,1330,767,4,24317.58
2650,1331,565,5,48680.54
2651,1332,789,4,7004.39
2652,1332,330,1,14339.45
2653,1333,419,1,38731.34
2654,1333,345,1,23387.89
2655,1333,820,4,28406.41
2656,1334,628,4,26180.21
2657,1334,921,1,27801.76
2658,1335,407,2,29253.71
2659,1336,302,1,15383.37
2660,1336,926,2,43700.92
2661,1337,263,5,47798.52
2662,1338,965,2,21669.53
2663,1338,892,1,19972.24
2664,1339,966,5,8291.52
2665,1339,505,1,10540.97
2666,1339,715,4,21070.65
2667,1340,92,5,39405.65
2668,1340,108,1,34731.51
2669,1340,383,2,29265.34
2670,1341,43,1,30775.88
2671,1341,937,5,35513.04
2672,1342,678,4,41959.08
2673,1343,204,2,19588.27
2674,1343,892,3,11092.09
2675,1344,96,1,31177.73
2676,1345,752,3,1687.08
2677,1345,333,4,48316.76
2678,1345,140,5,27666.54
2679,1346,332,3,49810.81
2680,1346,911,5,35753.7
2681,1346,995,1,6574.33
2682,1347,427,4,18118.45
2683,1348,680,4,45545.98
2684,1348,957,4,23765.96
2685,1348,962,5,3361.71
2686,1349,797,1,48166.65
2687,1349,750,5,28028.98
2688,1349,340,1,41207.67
2689,1350,123,4,2213.86
2690,1350,569,2,26684.12
2691,1350,128,2,1157.45
2692,1351,886,2,3748.58
2693,1351,82,3,23336.46
2694,1351,519,5,1718.08
2695,1352,191,4,24509.83
2696,1352,489,2,28883.91
2697,1353,98,5,7951.2
2698,1353,342,5,36120.2
2699,1353,784,2,40476.93
2700,1354,556,3,46053.59
2701,1354,481,5,38631.91
2702,1354,152,4,3565.54
2703,1355,197,1,23163.86
2704,1356,140,5,43851.16
2705,1357,363,3,38224.06
2706,1358,250,1,49050.65
2707,1359,197,4,45389.3
2708,1359,238,1,26226.4
2709,1359,916,3,4435.83
2710,1360,532,1,32521.14
2711,1360,226,5,13647.8
2712,1360,747,4,7793.78
2713,1361,746,3,20341.89
2714,1362,596,3,8465.82
2715,1363,384,2,26313.01
2716,1363,559,1,38233.38
2717,1363,652,4,31198.51
2718,1364,739,2,19791.31
2719,1364,238,1,43072.46
2720,1364,16,4,40622.46
2721,1365,397,1,37141.5
2722,1365,732,5,15043.69
2723,1365,164,3,46640.62
2724,1366,301,1,4101.52
2725,1366,720,2,10561.17
2726,1366,358,5,23286.31
2727,1367,771,3,11765.73
2728,1367,689,1,4386.03
2729,1368,260,1,26937.56
2730,1368,686,5,29665.23
2731,1369,893,3,38213.25
2732,1369,199,2,18317.45
2733,1369,502,3,24713.44
2734,1370,326,1,3966.11
2735,1370,548,3,41292.88
2736,1371,406,2,35937.77
2737,1371,561,1,12876.34
2738,1372,518,4,38317.09
2739,1372,147,5,45217.25
2740,1372,244,2,31401.79
2741,1373,628,2,31998.18
2742,1373,398,5,24501.8
2743,1373,992,5,36470.91
2744,1374,684,5,25087.85
2745,1375,823,4,22439.72
2746,1376,804,2,5671.03
2747,1376,542,2,25049.67
2748,1377,367,1,46203.66
2749,1377,478,4,21791.1
2750,1377,449,2,41327.28
2751,1378,741,5,31502.92
2752,1378,148,2,26116.81
2753,1379,613,1,18122.5
2754,1380,395,2,22646.48
2755,1380,610,5,45765.44
2756,1380,939,3,7114.23
2757,1381,534,4,47030.76
2758,1381,950,3,28373.89
2759,1381,241,3,24890.74
2760,1382,365,1,28199.29
2761,1382,103,5,21194.32
2762,1382,796,1,15189.34
2763,1383,323,1,11162.74
2764,1383,76,3,29698.88
2765,1384,266,4,30064.54
2766,1384,408,3,49869.95
2767,1384,157,5,31423.03
2768,1385,253,3,47675.35
2769,1386,315,2,40728.27
2770,1386,830,1,48392.28
2771,1387,152,2,35173.23
2772,1388,397,4,41631.82
2773,1389,83,3,27786.78
2774,1390,309,3,15097.04
2775,1390,988,4,18817.88
2776,1390,615,1,16009.34
2777,1391,473,2,16872.62
2778,1391,176,1,12735.05
2779,1391,763,4,37635.3
2780,1392,814,1,17100.01
2781,1393,176,4,25228.16
2782,1393,255,3,36647.71
2783,1393,617,2,7158.72
2784,1394,651,5,1230.25
2785,1395,832,4,24073.45
2786,1395,847,4,18228.8
2787,1396,709,3,43542.27
2788,1396,800,4,25409.96
2789,1397,410,2,29179.79
2790,1397,454,4,2645.92
2791,1398,750,5,34442.69
2792,1398,197,2,13918.99
2793,1398,603,4,35538.76
2794,1399,844,5,18018.64
2795,1399,973,3,25559.77
2796,1400,573,2,24995.97
2797,1400,49,5,24473.21
2798,1401,571,5,35278.95
2799,1402,167,4,38136.09
2800,1403,572,5,20621.88
2801,1404,706,2,44864.5
2802,1404,915,1,27336.14
2803,1404,292,3,37570.45
2804,1405,505,4,45265.98
2805,1406,960,1,13600.98
2806,1407,678,1,4571.88
2807,1408,696,3,17913.33
2808,1409,196,4,12782.17
2809,1409,808,4,12834.92
2810,1409,214,5,39434
2811,1410,975,5,22662.42
2812,1410,197,1,22015.15
2813,1410,786,1,37603.42
2814,1411,398,4,32140.34
2815,1412,608,5,41492.1
2816,1412,209,4,28821.39
2817,1413,334,2,29282.34
2818,1414,354,4,28026.57
2819,1414,80,1,30958.86
2820,1414,548,4,36202.29
2821,1415,388,5,36093.26
2822,1416,100,2,1143.81
2823,1416,99,4,22879.61
2824,1416,160,4,44754.5
2825,1417,626,4,21424.94
2826,1417,562,5,11586.37
2827,1418,388,1,47246.91
2828,1418,987,2,39607.34
2829,1419,587,5,8030.22
2830,1419,232,3,37898.26
2831,1420,83,2,29251.62
2832,1420,222,1,25405.47
2833,1421,212,2,24621.74
2834,1422,656,4,26709.54
2835,1422,875,1,673.03
2836,1422,377,1,36381.23
2837,1423,207,2,34846.09
2838,1423,172,5,18769.78
2839,1423,384,5,8720.36
2840,1424,719,2,3251.45
2841,1424,868,1,48994.98
2842,1425,201,3,36227.41
2843,1425,31,4,39733.23
2844,1425,506,5,35633.68
2845,1426,243,3,19559.19
2846,1426,943,1,6065.21
2847,1426,288,4,40033.17
2848,1427,411,1,20454.47
2849,1428,759,4,16901.47
2850,1428,878,2,23499.61
2851,1428,806,3,13994.17
2852,1429,822,2,24914.24
2853,1429,740,1,20347.67
2854,1429,347,4,49776.8
2855,1430,253,3,11467.09
2856,1430,792,4,49950.89
2857,1430,117,4,11880.66
2858,1431,789,2,16639.18
2859,1432,891,1,49683.88
2860,1432,142,4,43451.33
2861,1432,683,2,48748.7
2862,1433,23,4,26002.59
2863,1433,89,3,21614.48
2864,1434,361,5,9494
2865,1434,711,2,32757.62
2866,1435,930,3,48036.26
2867,1435,767,2,2486.7
2868,1435,992,3,45946.25
2869,1436,130,3,28695.22
2870,1437,418,2,8416.95
2871,1437,873,2,21282.07
2872,1437,620,5,43446.2
2873,1438,490,5,17306.77
2874,1438,810,4,12087.94
2875,1438,991,1,21088.72
2876,1439,209,1,4477.29
2877,1439,715,1,1003.93
2878,1440,279,4,39874.64
2879,1440,305,2,20389.76
2880,1441,712,4,13970.56
2881,1441,411,4,32079.47
2882,1441,733,5,32071.18
2883,1442,817,4,23745.95
2884,1443,528,2,31734.04
2885,1444,501,3,41008.45
2886,1444,171,3,30480.32
2887,1444,455,2,35478.65
2888,1445,730,3,11497.53
2889,1445,538,5,25208.63
2890,1446,56,1,13119.49
2891,1446,233,5,29132.33
2892,1446,805,2,46641.02
2893,1447,855,4,34340.48
2894,1447,781,1,44342.52
2895,1448,630,5,33487.93
2896,1448,113,4,13710.77
2897,1448,754,3,5387.12
2898,1449,871,4,40480.79
2899,1450,772,5,42786.48
2900,1450,555,2,30291.45
2901,1451,181,2,39566.09
2902,1452,435,4,48492.07
2903,1452,351,3,12871.08
2904,1452,648,2,38621.51
2905,1453,720,3,20536.97
2906,1453,232,1,9278.47
2907,1453,177,2,21140.24
2908,1454,31,1,20399.02
2909,1454,670,2,36997.4
2910,1454,929,1,20351.35
2911,1455,21,3,1417.5
2912,1455,777,5,6139.45
2913,1455,663,5,9810.88
2914,1456,343,3,41059.77
2915,1456,159,5,35989.46
2916,1457,154,2,9592.47
2917,1457,292,2,31293.76
2918,1457,538,3,2668.05
2919,1458,804,3,27642.61
2920,1458,454,1,40615.38
2921,1459,43,2,14766.01
2922,1459,138,4,11864.23
2923,1459,910,3,10537.92
2924,1460,121,2,9786.87
2925,1461,951,1,14442.33
2926,1462,821,1,7073.64
2927,1463,477,1,19796.36
2928,1463,21,3,27550.78
2929,1464,487,3,21153.92
2930,1465,620,1,42379.57
2931,1466,670,4,3031.73
2932,1466,165,4,17478.85
2933,1466,213,1,20007.12
2934,1467,622,4,14559.38
2935,1467,66,2,47864.12
2936,1468,833,2,4537.24
2937,1468,95,4,40789.02
2938,1468,100,4,4324.63
2939,1469,215,4,1081.51
2940,1469,871,1,37300.34
2941,1470,551,5,21777.6
2942,1470,448,1,23581.19
2943,1470,426,1,6372.74
2944,1471,633,2,41880.18
2945,1471,12,1,34424.47
2946,1471,550,2,48228.61
2947,1472,988,4,14307.07
2948,1472,92,5,42834.87
2949,1473,635,5,30600.16
2950,1473,578,3,45816.73
2951,1473,228,1,46898.57
2952,1474,951,3,32431.8
2953,1474,769,2,5731.77
2954,1474,325,1,498.95
2955,1475,327,2,568.36
2956,1475,53,2,33249.66
2957,1476,274,1,17520.67
2958,1476,845,1,16124.52
2959,1476,722,2,43046.26
2960,1477,677,5,48292.59
2961,1477,571,5,28472.88
