order_id,customer_id,order_date,order_status,total_amount
1673,290,2025-06-11,Shipped,274775.96
1674,4494,2025-05-28,Processing,49803.86
1675,2646,2025-07-12,Delivered,158547.2
1676,3057,2024-03-20,Cancelled,141517
1677,4711,2025-09-22,Processing,114869.47
1678,4894,2024-04-29,Cancelled,167873.75
1679,4863,2026-02-07,Shipped,162968.19
1680,1875,2026-04-24,Cancelled,51831.45
1681,278,2025-12-17,Delivered,100002.46
1682,2254,2025-10-25,Cancelled,52120.1
1683,797,2025-05-11,Cancelled,113894.29
1684,2445,2025-12-24,Delivered,92711.48
1685,2609,2025-11-16,Cancelled,46513.4
1686,1632,2025-02-01,Cancelled,38846.5
1687,2807,2025-01-14,Delivered,142060.41
1688,3288,2024-08-15,Cancelled,493543.75
1689,1217,2025-09-04,Cancelled,221076.15
1690,2273,2025-12-20,Shipped,128040.59
1691,1585,2024-12-16,Shipped,100810.54
1692,4496,2025-07-29,Processing,199853.58
1693,1614,2026-02-27,Processing,199552.01
1694,456,2025-02-24,Cancelled,99230.54
1695,3117,2024-07-05,Delivered,498788.45
1696,3849,2025-05-01,Processing,69024.54
1697,1525,2025-10-21,Processing,48424.2
1698,1976,2024-02-13,Processing,267755.49
1699,3127,2024-10-14,Shipped,13173.11
1700,2860,2025-01-13,Shipped,149608.74
1701,137,2026-05-24,Delivered,219288.71
1702,39,2025-08-21,Processing,375960
1703,2389,2024-08-02,Shipped,182102.1
1704,4048,2024-01-21,Processing,155353.38
1705,2969,2025-09-23,Shipped,36752.74
1706,189,2026-02-27,Processing,296881.27
1707,2604,2025-07-30,Cancelled,43875
1708,4041,2024-09-10,Cancelled,68156.39
1709,4913,2024-02-28,Shipped,236753.11
1710,1937,2024-11-15,Processing,72393.58
1711,4879,2026-05-26,Shipped,309084.22
1712,825,2025-01-08,Shipped,115194.47
1713,1019,2025-07-18,Shipped,37690.08
1714,3790,2025-10-17,Delivered,92738.95
1715,1155,2026-03-25,Processing,52123.65
1716,4832,2024-10-23,Cancelled,213383.09
1717,2083,2026-01-07,Cancelled,43957.64
1718,4679,2024-11-28,Shipped,213836.81
1719,1123,2024-03-27,Shipped,6523.86
1720,728,2025-07-22,Shipped,104292.81
1721,2438,2026-02-28,Delivered,307909.62
1722,2808,2025-06-25,Cancelled,68863.02
1723,307,2024-09-14,Processing,83693.45
1724,1736,2024-06-08,Shipped,246206.66
1725,3453,2025-04-24,Cancelled,126168.93
1726,203,2026-02-01,Cancelled,203245.15
1727,2378,2025-12-01,Processing,456441.5
1728,2559,2024-06-19,Cancelled,30121.92
1729,1512,2025-02-16,Cancelled,36719.68
1730,4886,2025-09-18,Processing,29191.54
1731,3197,2025-03-08,Processing,210371.44
1732,3294,2026-02-16,Processing,244702.49
1733,1585,2025-10-20,Processing,151387.52
1734,4748,2026-01-01,Cancelled,112371.93
1735,947,2024-04-25,Delivered,113611.29
1736,2905,2025-07-08,Delivered,48727.84
1737,4687,2025-10-12,Processing,22233.65
1738,2420,2025-02-08,Cancelled,60766.32
1739,655,2024-02-04,Processing,198380.9
1740,1567,2024-09-10,Delivered,81961.71
1741,2068,2026-04-04,Shipped,143185.28
1742,3859,2024-07-04,Delivered,102312.6
1743,1648,2024-01-19,Processing,109561.59
1744,40,2026-04-16,Processing,174147.4
1745,1732,2025-09-28,Shipped,164619.12
1746,765,2025-01-05,Processing,106094.01
1747,2148,2026-01-09,Processing,257657.37
1748,3254,2025-05-02,Shipped,220121.92
1749,4846,2024-07-21,Processing,31053.16
1750,3794,2025-09-23,Delivered,296502.12
1751,3223,2024-08-24,Shipped,94171.47
1752,3773,2024-07-02,Processing,19113.88
1753,3150,2024-02-04,Delivered,8222.75
1754,5000,2024-08-09,Delivered,222684.04
1755,1431,2025-08-20,Shipped,203125.32
1756,5000,2024-02-18,Delivered,244856.51
1757,3865,2025-08-12,Delivered,288012.21
1758,3307,2024-05-20,Processing,255731.46
1759,273,2024-12-09,Processing,315720.93
1760,1009,2024-06-09,Delivered,196073.24
1761,1608,2025-08-01,Processing,116879.68
1762,4869,2024-03-09,Delivered,132070.89
1763,4778,2025-03-20,Cancelled,48984.65
1764,3099,2025-08-17,Processing,146028.2
1765,4365,2024-09-07,Processing,48114.68
1766,2481,2025-10-21,Processing,144444.21
1767,4246,2024-08-08,Processing,107095.12
1768,2751,2025-04-19,Shipped,38777.36
1769,1688,2025-05-27,Cancelled,84116.07
1770,3320,2025-12-08,Processing,353991.94
1771,2141,2025-06-02,Delivered,181193.61
1772,3195,2025-06-06,Delivered,97133.98
1773,2754,2025-03-25,Cancelled,134077.23
1774,4360,2026-01-09,Shipped,115258.07
1775,2223,2025-02-21,Cancelled,126918.27
1776,3833,2025-09-05,Delivered,132569.4
1777,3031,2026-04-01,Shipped,33395.87
1778,253,2026-05-03,Shipped,6089.1
1779,2700,2026-03-03,Delivered,250249.05
1780,1597,2024-07-25,Shipped,252328.9
1781,4925,2024-10-27,Delivered,12069.95
1782,2639,2025-09-19,Shipped,133821.09
1783,1558,2025-04-06,Processing,147842.8
1784,2631,2024-06-12,Delivered,176532.85
1785,2002,2026-04-17,Processing,67261.32
1786,4980,2024-05-10,Delivered,93216.2
1787,182,2025-07-30,Delivered,26436.04
1788,2219,2024-06-13,Cancelled,295542.42
1789,4271,2026-01-20,Shipped,202225.62
1790,3213,2025-10-25,Shipped,123642.92
1791,1919,2024-05-11,Delivered,201760.84
1792,1727,2025-08-24,Delivered,111459.24
1793,1390,2025-11-04,Cancelled,87896.04
1794,881,2026-03-11,Processing,182133
1795,2937,2024-05-22,Shipped,50034.15
1796,731,2026-03-11,Shipped,8272.12
1797,1378,2024-01-06,Shipped,21101.95
1798,4611,2025-10-08,Cancelled,134498.26
1799,4657,2025-02-13,Delivered,144802.37
1800,4830,2026-03-17,Cancelled,38070.56
1801,1011,2025-11-16,Delivered,108598.68
1802,2738,2025-01-25,Shipped,52222.76
1803,4457,2024-10-31,Shipped,37440.36
1804,3695,2024-11-17,Shipped,90124.76
1805,1231,2024-06-24,Delivered,57305.5
1806,2400,2025-01-27,Processing,188135.98
1807,1029,2025-07-31,Delivered,158209.09
1808,1525,2026-04-23,Processing,146677.29
1809,1226,2025-06-13,Processing,138555
1810,4947,2025-08-26,Cancelled,62865.15
1811,2522,2025-05-29,Shipped,137467.86
1812,1446,2025-03-01,Delivered,36271.24
1813,3784,2026-01-04,Shipped,246031.3
1814,438,2025-09-26,Cancelled,260350.66
1815,2060,2024-06-14,Shipped,134163.45
1816,554,2025-10-05,Processing,134932.84
1817,3018,2024-01-01,Delivered,71086.35
1818,4761,2024-12-26,Processing,309072.77
1819,3963,2025-03-20,Delivered,216774.61
1820,3342,2025-10-06,Processing,121467.66
1821,3837,2024-10-04,Cancelled,24209.91
1822,3320,2024-06-02,Delivered,7169.82
1823,1073,2026-01-30,Shipped,21335.96
1824,3435,2024-08-17,Cancelled,168605.65
1825,2946,2024-04-04,Cancelled,87161.32
1826,903,2025-01-17,Shipped,83410.26
1827,3799,2024-07-01,Processing,19638.32
1828,3491,2025-05-15,Shipped,45719.76
1829,4080,2024-11-11,Processing,24808.7
1830,4919,2024-09-04,Cancelled,153403.95
1831,1995,2026-05-14,Shipped,360211.18
1832,3929,2026-05-23,Delivered,153005.52
1833,966,2024-08-22,Processing,115174.47
1834,3800,2024-05-31,Processing,22114.2
1835,1093,2025-11-23,Processing,346430.32
1836,3917,2024-06-04,Shipped,177253.12
1837,4976,2024-01-04,Delivered,80436.22
1838,4794,2025-08-12,Cancelled,212587.14
1839,217,2025-04-10,Cancelled,251790.26
1840,3016,2025-11-28,Shipped,131850.63
1841,4713,2024-04-30,Shipped,42261.62
1842,3254,2024-01-23,Shipped,318694.22
1843,2399,2025-03-26,Cancelled,164466.3
1844,562,2025-11-16,Delivered,25504.68
1845,1665,2025-05-28,Cancelled,86492.2
1846,3841,2025-07-08,Cancelled,179982.92
1847,119,2025-07-06,Cancelled,81217.31
1848,650,2025-12-26,Delivered,66891.56
1849,4203,2025-11-08,Shipped,193884.34
1850,2351,2024-07-23,Cancelled,292087.49
1851,4161,2025-05-17,Shipped,344855.15
1852,195,2024-10-17,Processing,115229.01
1853,4665,2025-01-15,Shipped,182772.72
1854,2731,2024-06-04,Processing,123331.55
1855,4610,2024-04-12,Cancelled,221391.75
1856,3807,2024-02-11,Delivered,45428.28
1857,3023,2024-01-30,Delivered,201436.59
1858,3768,2026-03-01,Delivered,208610.45
1859,2581,2025-10-01,Processing,115046.85
1860,3242,2025-12-24,Shipped,183535.7
1861,1187,2024-06-27,Processing,120731.46
1862,1227,2025-05-11,Cancelled,24335.26
1863,9,2025-12-31,Shipped,14191.74
1864,1319,2024-06-11,Processing,45707.5
1865,830,2024-11-02,Processing,20358.54
1866,1337,2024-08-25,Delivered,177925.72
1867,2173,2025-04-01,Shipped,116899.2
1868,145,2026-03-18,Processing,232890.39
1869,2439,2025-05-15,Processing,284872.92
1870,2116,2025-06-10,Processing,440447.68
1871,2660,2024-11-26,Cancelled,60213.44
1872,318,2024-11-01,Cancelled,34732.6
1873,2648,2024-01-19,Delivered,223280.55
1874,4215,2024-12-20,Cancelled,90205.41
1875,1950,2025-12-30,Processing,40671.27
1876,613,2025-10-23,Shipped,329979.24
1877,2868,2024-11-18,Cancelled,56804.49
1878,1535,2026-01-28,Processing,144446.04
1879,2933,2025-04-25,Processing,84762.7
1880,1954,2024-11-29,Cancelled,248912.33
1881,3033,2025-05-30,Processing,163642.6
1882,2274,2026-01-05,Shipped,29954.32
1883,3374,2026-04-07,Processing,212229.23
1884,189,2024-01-15,Processing,44468.1
1885,1637,2025-04-09,Cancelled,289471.95
1886,4005,2025-06-07,Cancelled,70782.28
1887,1325,2026-04-21,Processing,158358.23
1888,601,2025-09-23,Processing,280291.07
1889,913,2026-03-02,Delivered,14056.22
1890,506,2025-06-10,Processing,49414.53
1891,2609,2024-04-27,Delivered,154593.88
1892,2997,2024-10-05,Delivered,331246.73
1893,4265,2024-10-21,Shipped,307399.48
1894,904,2025-03-12,Delivered,63597.6
1895,691,2024-11-02,Delivered,160063.72
1896,2553,2024-12-23,Processing,154317.45
1897,4841,2025-02-24,Processing,237573.7
1898,2092,2024-10-13,Shipped,868.09
1899,3612,2025-12-31,Cancelled,48788.54
1900,4576,2025-08-17,Processing,27799.1
1901,4814,2024-08-13,Cancelled,83618.94
1902,2014,2024-03-06,Delivered,25670.82
1903,541,2026-04-25,Cancelled,192874.68
1904,21,2024-03-14,Cancelled,231705.05
1905,2985,2025-06-08,Delivered,204472.95
1906,2905,2026-04-29,Delivered,101416.4
1907,196,2024-11-30,Shipped,34792.4
1908,369,2025-03-26,Shipped,119913.67
1909,1621,2025-11-12,Shipped,53912.77
1910,2900,2024-03-29,Shipped,201927.45
1911,1026,2025-02-16,Processing,35961.57
1912,1535,2024-06-29,Processing,234763.47
1913,563,2026-05-22,Shipped,79130.34
1914,1391,2026-01-22,Cancelled,101449.52
1915,2701,2025-09-08,Cancelled,133165.09
1916,424,2025-11-28,Shipped,217604.51
1917,701,2025-12-04,Shipped,246079.93
1918,2402,2026-01-29,Shipped,186192.05
1919,214,2024-10-31,Delivered,207518.7
1920,4443,2024-11-09,Processing,105254.91
1921,3945,2024-05-01,Shipped,31358.35
1922,4647,2024-01-25,Cancelled,429008.13
1923,815,2025-06-12,Shipped,68134.36
1924,2157,2025-07-26,Shipped,242386.62
1925,3330,2025-05-14,Cancelled,233598.72
1926,4162,2025-01-12,Processing,157106.79
1927,3154,2026-05-29,Processing,245433.15
1928,4784,2024-06-11,Delivered,200476.26
1929,767,2025-02-08,Processing,37939.6
1930,2057,2025-12-11,Delivered,28202.48
1931,3240,2024-03-26,Processing,133282.76
1932,4454,2026-03-03,Delivered,228279.67
1933,3992,2025-02-17,Processing,158244.97
1934,3410,2025-12-02,Processing,14704.13
1935,3746,2025-04-25,Shipped,20679.05
1936,2233,2025-05-26,Cancelled,48016.4
1937,2671,2026-05-15,Cancelled,301787.2
1938,1109,2024-10-22,Processing,26957.54
1939,3917,2026-05-19,Processing,231822.73
1940,1413,2026-03-12,Processing,183198.28
1941,4468,2024-03-25,Shipped,303260.12
1942,95,2024-10-27,Shipped,139965.24
1943,2928,2025-02-15,Cancelled,47465.4
1944,2340,2025-05-20,Shipped,83083.85
1945,3911,2025-02-14,Processing,301593.36
1946,3921,2026-02-28,Shipped,186690.71
1947,135,2024-05-10,Processing,135632.52
1948,1501,2025-09-19,Processing,144476.31
1949,1580,2025-10-26,Processing,428448.71
1950,570,2024-03-10,Shipped,148962.99
1951,2475,2025-09-17,Processing,274063.65
1952,954,2026-05-04,Processing,230126.13
1953,601,2026-01-11,Delivered,122834.08
1954,4815,2025-12-27,Processing,39448.98
1955,3315,2026-01-07,Shipped,134506.37
1956,772,2024-09-16,Shipped,60742.92
1957,1960,2025-06-01,Processing,229332.66
1958,2580,2025-08-05,Processing,373608.77
1959,638,2025-12-21,Shipped,14763.42
1960,720,2026-05-04,Processing,287383.56
1961,2276,2025-02-19,Shipped,310419.23
1962,3016,2024-06-14,Cancelled,125502.08
1963,557,2025-02-01,Delivered,182930.78
1964,88,2025-08-28,Shipped,547090.19
1965,447,2025-01-08,Processing,189631.24
1966,4171,2025-01-01,Cancelled,86594
1967,3239,2025-12-06,Delivered,310977.67
1968,4570,2024-12-15,Cancelled,185605.22
1969,30,2025-05-09,Shipped,64504.35
1970,4288,2025-12-30,Cancelled,39536.94
1971,3902,2025-10-06,Processing,14483.69
1972,2381,2025-09-29,Delivered,284031.8
1973,4871,2026-05-10,Delivered,189159.17
1974,2450,2026-05-27,Shipped,92620.64
1975,4861,2026-03-02,Delivered,99660.9
1976,2922,2025-08-30,Cancelled,235541.56
1977,4918,2024-08-31,Processing,178738.55
1978,3234,2025-11-24,Shipped,52864.94
1979,2718,2026-01-05,Cancelled,220736.4
1980,2712,2025-06-29,Processing,166563.78
1981,150,2024-05-03,Cancelled,418096.92
1982,3178,2026-05-21,Processing,68050.82
1983,4400,2025-01-31,Cancelled,194007.45
1984,1413,2024-08-08,Shipped,243146.67
1985,2310,2025-08-05,Delivered,62515.8
1986,3240,2024-04-15,Shipped,151983.24
1987,2089,2024-06-21,Shipped,161005.6
1988,2462,2025-09-06,Delivered,247051.04
1989,3123,2025-01-24,Shipped,293118.86
1990,4021,2024-08-21,Cancelled,106044.17
1991,728,2024-11-25,Processing,104738.12
1992,277,2026-02-13,Processing,46750.43
1993,1978,2026-03-11,Processing,206294.5
1994,3279,2025-12-06,Delivered,177982.15
1995,4346,2024-01-08,Cancelled,76403.91
1996,415,2025-06-04,Delivered,52434.98
1997,4024,2025-05-31,Shipped,216439.52
1998,2774,2024-06-28,Cancelled,32633.11
1999,568,2024-03-28,Processing,228004.23
2000,2937,2024-10-11,Shipped,365087.4
2001,906,2024-12-22,Cancelled,148728.22
2002,4518,2026-04-20,Delivered,146844.27
2003,1734,2025-05-12,Processing,164467.23
2004,3694,2025-07-26,Delivered,60864.9
2005,1634,2024-11-04,Cancelled,264283.71
2006,2788,2025-10-23,Delivered,463176.37
2007,4371,2026-01-01,Delivered,84834.54
2008,2231,2026-02-15,Delivered,75452.77
2009,2997,2025-08-13,Shipped,90206.6
2010,2152,2025-12-31,Shipped,133166.79
2011,3574,2024-11-01,Processing,114419.95
2012,3297,2025-12-11,Cancelled,218582.58
2013,4457,2026-05-18,Delivered,196735.84
2014,1978,2024-04-11,Processing,8841.86
2015,2920,2025-06-05,Processing,152215.94
2016,2485,2024-02-05,Delivered,211771.16
2017,3694,2025-03-26,Processing,118866.58
2018,2882,2025-03-27,Shipped,49856.67
2019,4279,2024-09-05,Shipped,112218.3
2020,279,2026-03-15,Processing,250830.95
2021,2685,2024-11-07,Shipped,54385.36
2022,1715,2024-07-21,Cancelled,74677.84
2023,1659,2025-09-02,Processing,119431.28
2024,685,2025-05-23,Shipped,212736.75
2025,1271,2025-03-18,Delivered,210189.23
2026,1097,2025-08-01,Processing,60539.85
2027,2631,2026-04-23,Shipped,139141.17
2028,2576,2024-10-05,Cancelled,49585.14
2029,344,2025-12-08,Processing,302013.05
2030,2468,2026-02-19,Cancelled,254516.21
2031,677,2024-01-09,Processing,150165.39
2032,392,2025-12-08,Delivered,106886.25
2033,4732,2024-12-06,Cancelled,254096.16
2034,4748,2025-04-10,Delivered,173683.04
2035,3247,2024-01-24,Processing,374731.88
2036,3246,2025-04-26,Shipped,329885.32
2037,3350,2026-03-09,Processing,269995.04
2038,227,2025-03-16,Processing,130592.22
2039,4253,2024-10-03,Cancelled,319475.39
2040,4330,2024-06-28,Processing,185155.28
2041,2490,2024-09-20,Delivered,83597.02
2042,3170,2025-01-15,Cancelled,58211.58
2043,4348,2024-03-17,Delivered,124631.82
2044,4541,2024-02-29,Cancelled,155741.12
2045,3939,2024-12-11,Delivered,234796.28
2046,2964,2024-07-20,Cancelled,231935.43
2047,3816,2025-06-17,Delivered,202788.94
2048,3667,2024-06-15,Cancelled,1854.7
2049,3285,2025-11-05,Processing,292202.66
2050,5,2025-04-12,Delivered,150334.24
2051,1388,2024-12-16,Cancelled,138059.24
2052,438,2025-06-04,Processing,361208.78
2053,517,2024-08-05,Processing,125659.84
2054,3893,2025-01-22,Cancelled,10688.76
2055,4084,2026-04-04,Delivered,328116.14
2056,667,2024-04-25,Delivered,233263.06
2057,79,2024-09-22,Delivered,41863.98
2058,1154,2025-04-26,Shipped,37958.99
2059,2433,2024-09-07,Processing,166329.03
2060,680,2024-02-05,Shipped,105066.78
2061,1340,2025-06-19,Delivered,304830.42
2062,4487,2025-03-20,Cancelled,50786.92
2063,1810,2025-04-11,Processing,329859.14
2064,1191,2026-01-19,Delivered,262184.45
2065,4473,2025-01-03,Cancelled,459554.02
2066,213,2024-12-04,Shipped,266212.75
2067,1085,2025-08-14,Shipped,84166.35
2068,2675,2024-10-31,Delivered,61745.49
2069,2886,2025-10-01,Shipped,141039.03
2070,464,2026-03-25,Delivered,405057.96
2071,1484,2024-02-09,Shipped,83610.99
2072,2715,2026-01-25,Processing,15810.78
2073,995,2024-03-21,Processing,250222.74
2074,1602,2026-04-22,Cancelled,331108.8
2075,1083,2024-08-04,Delivered,155407.12
2076,2520,2025-08-11,Cancelled,165967.94
2077,1800,2025-03-22,Processing,304360.01
2078,4200,2024-06-25,Cancelled,71237.1
2079,2467,2025-05-13,Delivered,14941.92
2080,2545,2026-04-24,Processing,192983.28
2081,1606,2025-11-02,Cancelled,164529
2082,3459,2024-11-20,Processing,105795.22
2083,1633,2025-04-19,Shipped,7742.85
2084,3957,2025-04-26,Delivered,97077.41
2085,4839,2024-11-20,Shipped,337589.4
2086,3471,2025-06-03,Delivered,3424.95
2087,3095,2025-04-12,Cancelled,97188.85
2088,2846,2024-09-29,Cancelled,155540.32
2089,3784,2025-01-08,Delivered,80216.1
2090,3604,2024-09-07,Processing,213209.87
2091,893,2025-03-29,Delivered,151671.9
2092,1646,2025-01-02,Shipped,93586.94
2093,4300,2025-08-27,Shipped,57988.7
2094,1784,2024-06-23,Shipped,68784.22
2095,2944,2025-07-03,Processing,113605.53
2096,81,2025-11-30,Delivered,41926.26
2097,4331,2024-06-24,Shipped,136490.97
2098,912,2025-06-01,Delivered,114651.79
2099,1670,2025-03-08,Processing,124266.44
2100,1287,2025-04-30,Processing,11742.52
2101,687,2024-09-26,Delivered,13352.42
2102,1949,2024-11-06,Processing,203797.22
2103,1358,2026-02-17,Processing,81246.63
2104,1281,2024-03-15,Shipped,195569.5
2105,1852,2026-04-15,Cancelled,58612.6
2106,275,2024-08-01,Delivered,111804.76
2107,4641,2025-01-15,Delivered,245984.14
2108,1878,2025-06-17,Shipped,119651.88
2109,4191,2026-01-19,Processing,294438.45
2110,2249,2024-02-04,Cancelled,192355.54
2111,2416,2025-09-06,Processing,468420.15
2112,1381,2024-04-29,Processing,57365.24
2113,4705,2024-05-26,Cancelled,38369.31
2114,1800,2024-12-05,Shipped,150320.04
2115,2270,2026-04-06,Cancelled,77668.19
2116,1792,2025-10-23,Processing,82708.37
2117,3857,2024-12-29,Processing,162353.5
2118,4143,2024-01-16,Delivered,56829.99
2119,2585,2026-01-21,Delivered,116530.96
2120,4074,2024-11-23,Cancelled,32774
2121,4587,2025-01-07,Delivered,409063.66
2122,1528,2024-07-28,Shipped,136621.1
2123,3508,2024-08-15,Processing,24014.21
2124,806,2024-08-05,Shipped,117066.69
2125,1439,2025-09-18,Cancelled,144446.07
2126,4734,2025-10-17,Processing,125507.06
2127,2935,2024-09-12,Delivered,381772.28
2128,665,2026-03-07,Delivered,342480.19
2129,418,2025-11-05,Processing,384795.14
2130,3614,2024-02-14,Delivered,298875.43
2131,1128,2025-10-27,Cancelled,146642.24
2132,4511,2024-02-16,Delivered,81666.1
2133,2755,2025-06-16,Shipped,25096.15
2134,294,2025-09-28,Shipped,231756.22
2135,3830,2024-07-06,Shipped,154498.4
2136,1764,2024-08-09,Processing,321959.46
2137,2219,2025-07-23,Cancelled,24703.8
2138,3775,2024-12-19,Cancelled,287940
2139,3364,2025-11-30,Cancelled,59051
2140,147,2025-02-10,Processing,381139.54
2141,3041,2025-05-18,Processing,80401.36
2142,2917,2024-02-17,Shipped,395389.92
2143,667,2026-03-27,Delivered,89688.58
2144,1104,2025-12-31,Cancelled,114072.08
2145,671,2024-09-11,Shipped,43294.56
2146,2873,2024-01-01,Cancelled,252003.45
2147,4221,2025-07-27,Delivered,275854.74
2148,488,2026-01-07,Cancelled,117270.7
2149,3770,2026-03-09,Shipped,67889.37
2150,784,2026-01-27,Processing,12953.1
2151,2745,2026-05-06,Shipped,499.99
2152,3368,2024-07-20,Shipped,235459.87
2153,1148,2026-01-11,Processing,118570.86
2154,4592,2025-07-14,Processing,232527.55
2155,3761,2024-11-25,Shipped,38361.01
2156,3815,2024-10-22,Processing,108364.82
2157,1157,2026-02-10,Shipped,160231.46
2158,3944,2025-07-04,Processing,335475.59
2159,2744,2025-11-09,Cancelled,329872.71
2160,643,2025-05-02,Delivered,174184.85
2161,4090,2024-08-14,Processing,519294.21
2162,3764,2024-07-03,Cancelled,119525.25
2163,1316,2024-10-09,Cancelled,99144.17
2164,52,2024-08-28,Cancelled,267633.84
2165,1721,2024-03-14,Delivered,22511.68
2166,4935,2026-01-13,Delivered,241446.67
2167,2761,2025-07-14,Cancelled,319763.79
2168,3462,2024-01-05,Processing,188438.52
2169,3015,2025-11-25,Cancelled,190007.68
2170,2354,2025-05-06,Processing,24294.81
2171,373,2024-03-03,Cancelled,339814.16
2172,1041,2024-06-06,Processing,88976.96
2173,4892,2025-02-11,Delivered,115421.05
2174,933,2024-09-24,Shipped,161162.2
2175,3684,2024-02-15,Processing,107474.75
2176,2249,2024-04-02,Cancelled,242177.91
2177,4905,2025-06-15,Shipped,148281.92
2178,1430,2024-11-03,Delivered,120423.51
2179,2896,2025-12-15,Processing,125709.46
2180,761,2024-09-24,Processing,52220.07
2181,3105,2025-12-14,Delivered,206994.89
2182,4387,2025-03-28,Shipped,179202.45
2183,597,2024-10-21,Delivered,152527.26
2184,4608,2026-05-20,Cancelled,121530.84
2185,872,2024-07-24,Processing,153723.25
2186,2643,2024-03-12,Shipped,6818.68
2187,2328,2025-02-01,Delivered,374159.53
2188,2884,2024-12-27,Cancelled,16683.68
2189,2884,2024-03-26,Shipped,404680.68
2190,3421,2025-12-28,Shipped,236101.44
2191,3163,2026-01-21,Delivered,85642.5
2192,3582,2025-03-29,Shipped,20678.56
2193,4649,2025-08-22,Processing,34947.89
2194,3163,2025-11-12,Shipped,40025.45
2195,285,2024-02-09,Cancelled,160816.36
2196,4377,2025-02-10,Processing,254637.46
2197,1339,2025-10-25,Shipped,126606.25
2198,2996,2025-12-10,Delivered,297431.38
2199,3525,2024-10-12,Shipped,82851.07
2200,4097,2024-01-03,Delivered,217034.42
2201,2548,2025-01-25,Delivered,347226.5
2202,2930,2026-04-27,Shipped,171123.13
2203,766,2025-09-27,Shipped,48102.48
2204,4025,2024-08-19,Cancelled,225748.55
2205,1052,2025-08-16,Delivered,44973.26
2206,2076,2024-03-15,Delivered,101599.4
2207,2495,2024-12-03,Delivered,166815.37
2208,3015,2024-08-31,Delivered,18602.94
2209,2780,2026-04-23,Delivered,148066.83
2210,4667,2025-12-02,Shipped,260812.42
2211,1531,2024-12-14,Cancelled,279060.92
2212,1719,2024-01-30,Delivered,73349.4
2213,1749,2025-07-13,Processing,187733.59
2214,1299,2024-03-27,Delivered,27750.42
2215,1477,2025-04-22,Cancelled,27207.22
2216,231,2025-07-12,Cancelled,80549.67
2217,2247,2025-12-13,Processing,23909.64
2218,4573,2026-05-27,Cancelled,274433.48
2219,3899,2025-08-21,Delivered,17712.64
2220,354,2024-01-07,Cancelled,48169.62
2221,3040,2025-03-23,Cancelled,34595.2
2222,2947,2025-05-26,Cancelled,97349.61
2223,3464,2025-09-29,Processing,427620.34
2224,2354,2024-01-24,Cancelled,237016.15
2225,4308,2024-06-18,Cancelled,90961.2
2226,3932,2026-01-03,Cancelled,35529.96
2227,1748,2025-01-03,Cancelled,274265.49
2228,2347,2024-06-16,Delivered,43733.79
2229,1760,2024-02-28,Cancelled,119129.04
2230,866,2025-10-08,Processing,10865.6
2231,1038,2025-10-29,Delivered,151552.16
2232,666,2024-08-26,Cancelled,82524.62
2233,2587,2024-07-28,Shipped,131889.42
2234,2781,2025-06-28,Shipped,12174.84
2235,2828,2024-06-16,Processing,141338.65
2236,1091,2024-12-09,Shipped,43392.86
2237,3737,2025-04-03,Cancelled,54077.2
2238,1825,2024-08-06,Delivered,314734.26
2239,3960,2025-09-21,Cancelled,65894.28
2240,4135,2024-02-26,Cancelled,40048.5
2241,958,2026-04-08,Processing,79477.14
2242,2846,2024-06-03,Processing,93357.9
2243,2432,2025-01-13,Shipped,104032.8
2244,997,2024-04-18,Cancelled,253245.34
2245,555,2025-04-01,Delivered,179084.55
2246,2121,2025-10-28,Delivered,180085.21
2247,3585,2024-01-19,Shipped,206056.2
2248,1031,2025-11-26,Processing,117869.54
2249,1914,2024-05-30,Shipped,373502.29
2250,1819,2024-05-29,Shipped,44872.47
2251,4909,2025-04-26,Delivered,16701.38
2252,466,2026-01-10,Cancelled,139255.77
2253,1216,2024-07-22,Shipped,46980.6
2254,4624,2025-05-02,Delivered,144273.81
2255,2510,2026-01-29,Cancelled,133039.89
2256,4621,2024-09-25,Processing,127037.04
2257,4231,2024-09-12,Processing,211661.32
2258,2431,2025-12-07,Shipped,59496.03
2259,3634,2024-08-23,Delivered,115435.55
2260,1486,2024-12-06,Delivered,113685.66
2261,1810,2024-07-20,Cancelled,80078.01
2262,1543,2025-09-18,Processing,159461.58
2263,186,2025-09-10,Delivered,134835.29
2264,3660,2024-05-01,Shipped,87032.63
2265,2681,2025-08-05,Delivered,127859.27
2266,3437,2026-04-16,Processing,116315.8
2267,4113,2025-05-22,Delivered,122616.35
2268,3380,2025-07-24,Shipped,184099.6
2269,2663,2024-02-05,Processing,244014.96
2270,975,2024-04-15,Shipped,214227.48
2271,2590,2025-08-27,Processing,272372.92
2272,3214,2025-05-20,Cancelled,40815.39
2273,1458,2024-06-26,Processing,89383.72
2274,542,2024-09-05,Shipped,113747.13
2275,4811,2025-07-26,Shipped,17392.5
2276,2033,2025-06-17,Shipped,30878.18
2277,564,2024-12-30,Shipped,15512.31
2278,4149,2024-10-07,Delivered,65782.55
2279,597,2025-11-30,Cancelled,285701.79
2280,1365,2025-03-21,Delivered,37923.68
2281,4155,2026-01-22,Delivered,28490.31
2282,477,2024-01-10,Shipped,97314.93
2283,2975,2024-01-21,Delivered,42039.57
2284,1361,2025-10-20,Cancelled,218446.38
2285,2900,2024-10-12,Processing,43483.98
2286,3635,2025-04-21,Cancelled,92484.21
2287,3631,2024-08-03,Shipped,98900.16
