s.no,shipping_id,order_id,shipping_date,delivery_date,shipping_cost,courier_name
,1025,1025,02-11-2024,09-11-2024,151.77,Blue Dart
,1026,1026,16-02-2026,22-02-2026,172.26,Ekart
,1027,1027,15-08-2025,22-08-2025,54.35,Delhivery
,1028,1028,08-07-2025,11-07-2025,279.49,Delhivery
,1029,1029,11-09-2025,13-09-2025,173.28,Ekart
,1030,1030,25-04-2026,29-04-2026,262.1,Ekart
,1031,1031,22-02-2024,25-02-2024,114.14,DTDC
,1032,1032,29-06-2024,03-07-2024,41.17,Blue Dart
,1033,1033,03-04-2024,05-04-2024,275.5,Blue Dart
,1034,1034,24-04-2026,27-04-2026,143.01,DTDC
,1035,1035,09-01-2026,13-01-2026,40.41,Ekart
,1036,1036,22-07-2024,29-07-2024,111.94,Ekart
,1037,1037,01-09-2024,03-09-2024,143.5,Delhivery
,1038,1038,17-07-2025,20-07-2025,207.32,Delhivery
,1039,1039,23-02-2026,02-03-2026,248.93,Ekart
,1040,1040,30-04-2026,03-05-2026,52.49,Delhivery
,1041,1041,15-09-2024,22-09-2024,256.66,Ekart
,1042,1042,19-10-2025,22-10-2025,219.64,Ekart
,1043,1043,04-08-2025,07-08-2025,90.53,Delhivery
,1044,1044,25-01-2024,28-01-2024,110.43,Ekart
,1045,1045,28-12-2024,01-01-2025,98.6,DTDC
,1046,1046,28-01-2025,01-02-2025,276.45,Ekart
,1047,1047,08-05-2026,13-05-2026,146.61,Ekart
,1048,1048,30-04-2026,07-05-2026,91.48,Delhivery
,1049,1049,22-10-2024,27-10-2024,118.69,DTDC
,1050,1050,30-11-2024,03-12-2024,92.91,DTDC
,1051,1051,27-06-2024,30-06-2024,99.37,Delhivery
,1052,1052,13-04-2024,16-04-2024,185.13,DTDC
,1053,1053,21-06-2025,23-06-2025,58.77,DTDC
,1054,1054,26-09-2025,30-09-2025,263.87,Blue Dart
,1055,1055,13-05-2025,20-05-2025,99.86,DTDC
,1056,1056,08-02-2025,15-02-2025,188.58,Blue Dart
,1057,1057,03-03-2026,09-03-2026,82.67,Delhivery
,1058,1058,16-01-2025,20-01-2025,145.68,Delhivery
,1059,1059,07-09-2025,09-09-2025,130.68,DTDC
,1060,1060,07-05-2025,09-05-2025,139.34,Blue Dart
,1061,1061,13-05-2025,15-05-2025,52.97,DTDC
,1062,1062,17-02-2026,20-02-2026,286.03,Delhivery
,1063,1063,26-11-2024,29-11-2024,219.19,Blue Dart
,1064,1064,11-02-2024,18-02-2024,142.76,DTDC
,1065,1065,03-03-2024,09-03-2024,88.08,Delhivery
,1066,1066,24-03-2026,27-03-2026,79.2,DTDC
,1067,1067,24-08-2024,26-08-2024,179.61,Blue Dart
,1068,1068,14-08-2024,21-08-2024,104.53,DTDC
,1069,1069,28-07-2025,02-08-2025,296.73,Blue Dart
,1070,1070,07-05-2024,12-05-2024,173.84,Ekart
,1071,1071,11-01-2026,16-01-2026,247.18,Delhivery
,1072,1072,10-03-2025,14-03-2025,234.22,Delhivery
,1073,1073,14-02-2026,20-02-2026,111.18,DTDC
,1074,1074,17-02-2026,22-02-2026,178.96,Delhivery
,1075,1075,10-12-2025,15-12-2025,44.03,Delhivery
,1076,1076,17-01-2025,20-01-2025,182.29,Delhivery
,1077,1077,10-02-2025,15-02-2025,237.66,Blue Dart
,1078,1078,17-05-2024,22-05-2024,68.25,DTDC
,1079,1079,25-08-2025,28-08-2025,169.84,Ekart
,1080,1080,05-03-2026,12-03-2026,109.79,DTDC
,1081,1081,10-06-2024,16-06-2024,140.46,Delhivery
,1082,1082,24-06-2025,28-06-2025,50.55,Ekart
,1083,1083,13-01-2026,16-01-2026,297.39,Ekart
,1084,1084,05-08-2024,10-08-2024,54.19,Ekart
,1085,1085,13-01-2025,18-01-2025,172.25,DTDC
,1086,1086,05-07-2024,09-07-2024,134,Blue Dart
,1087,1087,28-10-2025,30-10-2025,115.74,DTDC
,1088,1088,31-07-2025,06-08-2025,118.97,Ekart
,1089,1089,21-05-2024,28-05-2024,244.63,DTDC
,1090,1090,29-12-2024,04-01-2025,57.22,Blue Dart
,1091,1091,12-03-2026,15-03-2026,225.84,Ekart
,1092,1092,09-04-2026,12-04-2026,111.82,Ekart
,1093,1093,09-03-2026,15-03-2026,118.54,DTDC
,1094,1094,03-06-2025,09-06-2025,255.37,Blue Dart
,1095,1095,01-08-2025,06-08-2025,112.91,Delhivery
,1096,1096,16-09-2024,21-09-2024,67.35,DTDC
,1097,1097,06-11-2025,12-11-2025,279.05,Blue Dart
,1098,1098,12-11-2024,19-11-2024,61.16,Blue Dart
,1099,1099,22-04-2025,24-04-2025,202.68,Ekart
,1100,1100,24-04-2026,28-04-2026,227.71,Ekart
,1101,1101,09-05-2026,11-05-2026,162.34,DTDC
,1102,1102,15-02-2025,19-02-2025,186.29,Blue Dart
,1103,1103,30-08-2025,01-09-2025,274.61,DTDC
,1104,1104,26-03-2024,28-03-2024,96.9,Ekart
,1105,1105,20-04-2025,22-04-2025,233.88,Ekart
,1106,1106,04-04-2026,07-04-2026,273.58,DTDC
,1107,1107,06-03-2024,09-03-2024,216.18,Blue Dart
,1108,1108,14-12-2024,20-12-2024,148.46,Delhivery
,1109,1109,18-02-2024,23-02-2024,285.99,Ekart
,1110,1110,27-02-2025,01-03-2025,68.51,Blue Dart
,1111,1111,08-04-2024,11-04-2024,46.53,DTDC
,1112,1112,17-12-2025,22-12-2025,157.46,Blue Dart
,1113,1113,15-01-2026,21-01-2026,294.76,Delhivery
,1114,1114,11-09-2024,16-09-2024,118.98,Blue Dart
,1115,1115,25-06-2025,30-06-2025,91.91,Ekart
,1116,1116,09-04-2025,16-04-2025,81.63,Blue Dart
,1117,1117,19-11-2025,22-11-2025,246.74,DTDC
,1118,1118,23-04-2024,28-04-2024,119.91,Blue Dart
,1119,1119,02-10-2025,08-10-2025,141.63,Ekart
,1120,1120,04-02-2024,09-02-2024,98.79,Delhivery
,1121,1121,17-08-2024,23-08-2024,213.61,Ekart
,1122,1122,17-02-2026,21-02-2026,244.81,Ekart
,1123,1123,10-10-2024,14-10-2024,205.13,Ekart
,1124,1124,28-07-2024,04-08-2024,164.91,Delhivery
,1125,1125,19-01-2024,22-01-2024,71.65,Ekart
,1126,1126,15-01-2026,18-01-2026,271.47,Delhivery
,1127,1127,01-09-2024,04-09-2024,248.42,Blue Dart
,1128,1128,25-09-2025,27-09-2025,224.46,Delhivery
,1129,1129,08-09-2024,13-09-2024,232.4,Ekart
,1130,1130,03-05-2025,08-05-2025,228.64,Ekart
,1131,1131,29-04-2024,01-05-2024,141.25,Ekart
,1132,1132,23-08-2025,26-08-2025,254.68,DTDC
,1133,1133,07-05-2026,10-05-2026,170.97,Delhivery
,1134,1134,13-03-2025,20-03-2025,45.66,Ekart
,1135,1135,07-06-2025,14-06-2025,177.16,DTDC
,1136,1136,02-09-2024,07-09-2024,101.96,Blue Dart
,1137,1137,20-01-2025,22-01-2025,108.93,DTDC
,1138,1138,06-07-2024,09-07-2024,145.17,DTDC
,1139,1139,18-05-2026,25-05-2026,225.4,DTDC
,1140,1140,18-01-2026,22-01-2026,268.64,Ekart
,1141,1141,06-03-2024,08-03-2024,58.17,Ekart
,1142,1142,01-09-2025,06-09-2025,234.25,Ekart
,1143,1143,19-01-2024,23-01-2024,117.51,Delhivery
,1144,1144,16-11-2024,21-11-2024,44.16,Delhivery
,1145,1145,23-01-2026,27-01-2026,41.08,Blue Dart
,1146,1146,03-05-2025,10-05-2025,272.71,Blue Dart
,1147,1147,21-09-2025,23-09-2025,153.67,Delhivery
,1148,1148,06-07-2024,11-07-2024,53.67,Blue Dart
,1149,1149,06-01-2026,12-01-2026,285.17,Delhivery
,1150,1150,03-09-2024,09-09-2024,243.75,Delhivery
,1151,1151,23-06-2024,26-06-2024,214.88,Ekart
,1152,1152,01-04-2026,07-04-2026,274.11,Delhivery
,1153,1153,02-04-2025,04-04-2025,64.47,DTDC
,1154,1154,05-11-2024,08-11-2024,296.47,Delhivery
,1155,1155,17-12-2025,19-12-2025,104.86,Blue Dart
,1156,1156,23-12-2025,25-12-2025,40.33,Delhivery
,1157,1157,13-01-2026,16-01-2026,173.27,Delhivery
,1158,1158,21-06-2025,27-06-2025,253.25,Ekart
,1159,1159,29-10-2024,02-11-2024,277.09,Blue Dart
,1160,1160,11-12-2024,16-12-2024,41.28,Ekart
,1161,1161,07-03-2026,09-03-2026,105.65,Delhivery
,1162,1162,24-02-2024,02-03-2024,230.4,DTDC
,1163,1163,08-05-2026,14-05-2026,283.64,DTDC
,1164,1164,14-03-2026,21-03-2026,255.32,Delhivery
,1165,1165,06-08-2024,11-08-2024,298.86,Blue Dart
,1166,1166,06-02-2024,11-02-2024,146.94,DTDC
,1167,1167,18-02-2024,21-02-2024,145.86,DTDC
,1168,1168,15-04-2024,17-04-2024,235.17,Blue Dart
,1169,1169,24-09-2024,27-09-2024,105.84,Delhivery
,1170,1170,02-05-2026,07-05-2026,133.04,DTDC
,1171,1171,12-11-2024,14-11-2024,288.63,DTDC
,1172,1172,16-03-2024,23-03-2024,107.56,Ekart
,1173,1173,25-08-2025,29-08-2025,241.04,Delhivery
,1174,1174,12-06-2025,17-06-2025,70.78,Ekart
,1175,1175,01-06-2024,04-06-2024,230.91,DTDC
,1176,1176,30-01-2025,05-02-2025,226.86,DTDC
,1177,1177,06-03-2025,12-03-2025,217.35,DTDC
,1178,1178,31-12-2024,04-01-2025,242.8,Ekart
,1179,1179,21-09-2025,24-09-2025,180.03,DTDC
,1180,1180,20-04-2024,24-04-2024,57.73,Delhivery
,1181,1181,22-03-2025,25-03-2025,232.02,Delhivery
,1182,1182,06-10-2024,09-10-2024,249.76,Blue Dart
,1183,1183,24-04-2026,27-04-2026,166.27,Ekart
,1184,1184,19-04-2025,25-04-2025,173.81,Blue Dart
,1185,1185,17-09-2025,21-09-2025,160.8,Ekart
,1186,1186,29-05-2024,05-06-2024,63.35,Ekart
,1187,1187,01-04-2025,08-04-2025,240.15,Ekart
,1188,1188,05-06-2024,11-06-2024,123.82,Ekart
,1189,1189,16-12-2024,23-12-2024,283.14,DTDC
,1190,1190,09-12-2025,11-12-2025,115.67,DTDC
,1191,1191,14-03-2026,20-03-2026,116.1,DTDC
,1192,1192,28-01-2026,04-02-2026,240.73,Delhivery
,1193,1193,02-08-2025,05-08-2025,55.44,Delhivery
,1194,1194,27-03-2025,02-04-2025,228.95,Ekart
,1195,1195,22-11-2025,24-11-2025,204.84,DTDC
,1196,1196,16-02-2026,20-02-2026,66.71,Blue Dart
,1197,1197,31-03-2025,05-04-2025,171.6,Delhivery
,1198,1198,13-02-2024,19-02-2024,114.63,Ekart
,1199,1199,29-03-2026,31-03-2026,192.97,Ekart
,1200,1200,08-06-2024,10-06-2024,62.63,Ekart
,1201,1201,12-11-2024,15-11-2024,49.01,Blue Dart
,1202,1202,26-07-2024,02-08-2024,276.05,DTDC
,1203,1203,04-03-2026,10-03-2026,264.66,DTDC
,1204,1204,10-07-2024,16-07-2024,84.84,DTDC
,1205,1205,10-10-2025,14-10-2025,42.08,Ekart
,1206,1206,28-11-2025,30-11-2025,93.82,Ekart
,1207,1207,27-03-2026,30-03-2026,67.21,Ekart
,1208,1208,02-02-2026,09-02-2026,293.94,DTDC
,1209,1209,06-06-2024,11-06-2024,195.48,Ekart
,1210,1210,23-05-2025,27-05-2025,45.82,Ekart
,1211,1211,31-12-2024,07-01-2025,144.98,DTDC
,1212,1212,19-02-2025,24-02-2025,243.49,Ekart
,1213,1213,25-12-2024,01-01-2025,196.05,Blue Dart
,1214,1214,24-03-2025,31-03-2025,200.02,Delhivery
,1215,1215,28-08-2024,03-09-2024,237.21,Delhivery
,1216,1216,12-09-2024,15-09-2024,152.78,Blue Dart
,1217,1217,08-12-2025,15-12-2025,293.37,DTDC
,1218,1218,24-03-2026,31-03-2026,258.03,Blue Dart
,1219,1219,22-05-2026,29-05-2026,109.88,Delhivery
,1220,1220,23-01-2024,30-01-2024,139.45,Blue Dart
,1221,1221,07-07-2024,10-07-2024,103.76,Delhivery
,1222,1222,10-04-2024,13-04-2024,106.14,Ekart
,1223,1223,22-01-2026,29-01-2026,111.13,Blue Dart
,1224,1224,24-01-2026,28-01-2026,174.05,Blue Dart
,1225,1225,07-02-2026,10-02-2026,145.92,Ekart
,1226,1226,09-05-2026,14-05-2026,78.38,Delhivery
,1227,1227,22-03-2025,25-03-2025,124.88,Ekart
,1228,1228,09-08-2025,15-08-2025,122.05,Delhivery
,1229,1229,05-04-2024,12-04-2024,187.43,Delhivery
,1230,1230,29-10-2024,04-11-2024,70.72,Blue Dart
,1231,1231,11-04-2024,18-04-2024,112.81,Ekart
,1232,1232,13-09-2025,20-09-2025,277.68,DTDC
,1233,1233,24-01-2024,26-01-2024,250.74,Blue Dart
,1234,1234,30-10-2025,06-11-2025,185.2,DTDC
,1235,1235,19-01-2026,21-01-2026,144.97,Delhivery
,1236,1236,06-01-2026,09-01-2026,135.09,Blue Dart
,1237,1237,19-05-2024,21-05-2024,180.16,Ekart
,1238,1238,25-06-2024,01-07-2024,197.95,Blue Dart
,1239,1239,10-10-2025,12-10-2025,256.71,Ekart
,1240,1240,07-09-2025,13-09-2025,221.69,Blue Dart
,1241,1241,30-07-2025,02-08-2025,151.35,DTDC
,1242,1242,22-02-2024,26-02-2024,48.89,DTDC
,1243,1243,18-04-2024,21-04-2024,52.13,Delhivery
,1244,1244,19-09-2024,24-09-2024,59.34,Blue Dart
,1245,1245,05-01-2024,08-01-2024,95.66,Blue Dart
,1246,1246,25-07-2025,01-08-2025,138.39,Delhivery
,1247,1247,26-09-2024,03-10-2024,168.11,Delhivery
,1248,1248,15-06-2024,22-06-2024,93.28,Ekart
,1249,1249,09-10-2025,14-10-2025,128.78,Delhivery
,1250,1250,05-04-2024,08-04-2024,254.37,Ekart
,1251,1251,25-10-2024,31-10-2024,296.95,Blue Dart
,1252,1252,03-11-2024,08-11-2024,70.84,Ekart
,1253,1253,05-10-2024,09-10-2024,156.57,Delhivery
,1254,1254,10-10-2024,17-10-2024,118.7,Ekart
,1255,1255,29-04-2025,03-05-2025,70.89,Delhivery
,1256,1256,22-04-2026,27-04-2026,280.28,DTDC
,1257,1257,07-01-2026,14-01-2026,153.72,Ekart
,1258,1258,20-07-2025,25-07-2025,115.09,Blue Dart
,1259,1259,30-01-2025,01-02-2025,47.57,Delhivery
,1260,1260,12-05-2025,15-05-2025,106.54,Delhivery
,1261,1261,14-04-2026,16-04-2026,61.58,Ekart
,1262,1262,09-12-2025,12-12-2025,194.01,Delhivery
,1263,1263,28-07-2024,30-07-2024,126.17,Ekart
,1264,1264,22-01-2024,26-01-2024,220.99,Ekart
,1265,1265,03-04-2024,06-04-2024,172.88,DTDC
,1266,1266,13-09-2025,20-09-2025,140.15,Blue Dart
,1267,1267,01-02-2025,04-02-2025,252.96,DTDC
,1268,1268,08-04-2026,10-04-2026,259.4,Blue Dart
,1269,1269,24-12-2024,31-12-2024,46.73,Ekart
,1270,1270,30-09-2024,05-10-2024,225.53,Delhivery
,1271,1271,22-09-2024,24-09-2024,217.9,Ekart
,1272,1272,31-07-2025,02-08-2025,245.18,Blue Dart
,1273,1273,19-03-2024,22-03-2024,265.24,DTDC
,1274,1274,05-08-2024,10-08-2024,124.09,Delhivery
,1275,1275,25-09-2025,28-09-2025,215.28,Blue Dart
,1276,1276,06-04-2024,09-04-2024,283.42,DTDC
,1277,1277,20-08-2025,27-08-2025,270.62,DTDC
,1278,1278,26-08-2025,30-08-2025,192.88,Blue Dart
,1279,1279,02-05-2026,07-05-2026,235.02,Blue Dart
,1280,1280,09-06-2025,16-06-2025,186.63,Blue Dart
,1281,1281,30-03-2025,04-04-2025,283.11,Blue Dart
,1282,1282,22-12-2024,24-12-2024,266.8,DTDC
,1283,1283,22-06-2024,29-06-2024,211.58,Blue Dart
,1284,1284,19-02-2025,21-02-2025,59.28,Delhivery
,1285,1285,06-12-2024,12-12-2024,187.44,Delhivery
,1286,1286,04-02-2024,09-02-2024,66.08,Delhivery
,1287,1287,07-01-2026,11-01-2026,274.89,Ekart
,1288,1288,26-10-2025,31-10-2025,75.04,Delhivery
,1289,1289,05-01-2026,12-01-2026,62.77,Delhivery
,1290,1290,30-04-2025,03-05-2025,81.74,Ekart
,1291,1291,17-06-2025,23-06-2025,68.37,DTDC
,1292,1292,23-01-2025,29-01-2025,257.7,Ekart
,1293,1293,29-02-2024,07-03-2024,48.17,Delhivery
,1294,1294,25-03-2024,27-03-2024,236.52,Blue Dart
,1295,1295,30-06-2024,03-07-2024,263,DTDC
,1296,1296,08-02-2024,14-02-2024,186.69,Ekart
,1297,1297,03-07-2025,05-07-2025,95.88,Ekart
,1298,1298,10-04-2025,16-04-2025,199.85,Ekart
,1299,1299,29-07-2024,03-08-2024,256.27,Ekart
,1300,1300,23-07-2025,25-07-2025,253.16,Blue Dart
,1301,1301,19-05-2025,22-05-2025,108.31,Ekart
,1302,1302,17-01-2024,21-01-2024,62.91,Delhivery
,1303,1303,17-01-2025,22-01-2025,240.69,Ekart
,1304,1304,01-04-2026,03-04-2026,267.21,Ekart
,1305,1305,28-07-2025,03-08-2025,73.87,DTDC
,1306,1306,20-06-2025,22-06-2025,273.1,Blue Dart
,1307,1307,07-09-2024,14-09-2024,234.88,Blue Dart
,1308,1308,21-10-2024,26-10-2024,281.53,Delhivery
,1309,1309,09-10-2024,14-10-2024,218.11,DTDC
,1310,1310,16-03-2026,21-03-2026,69.47,Ekart
,1311,1311,27-06-2024,01-07-2024,105.28,Blue Dart
,1312,1312,25-04-2026,27-04-2026,286.23,DTDC
,1313,1313,21-01-2026,25-01-2026,266.27,DTDC
,1314,1314,23-11-2025,30-11-2025,132.55,DTDC
,1315,1315,26-01-2024,28-01-2024,104.22,Delhivery
,1316,1316,20-01-2025,27-01-2025,292.88,Blue Dart
,1317,1317,08-11-2024,14-11-2024,184.74,Ekart
,1318,1318,05-10-2025,07-10-2025,260.08,Ekart
,1319,1319,05-06-2025,08-06-2025,254.26,DTDC
,1320,1320,19-03-2025,23-03-2025,108.83,DTDC
,1321,1321,16-11-2025,18-11-2025,232.76,Blue Dart
,1322,1322,13-01-2024,19-01-2024,287.13,Delhivery
,1323,1323,07-12-2024,13-12-2024,53.37,Blue Dart
,1324,1324,24-06-2024,28-06-2024,243.71,DTDC
,1325,1325,12-02-2026,18-02-2026,158.28,DTDC
,1326,1326,06-02-2024,09-02-2024,134.72,Ekart
,1327,1327,23-06-2024,25-06-2024,133.38,Ekart
,1328,1328,22-03-2026,25-03-2026,199.02,Delhivery
,1329,1329,19-04-2024,26-04-2024,186.59,Delhivery
,1330,1330,23-12-2025,26-12-2025,201.95,DTDC
,1331,1331,09-12-2025,15-12-2025,162.57,DTDC
,1332,1332,17-11-2025,19-11-2025,42.9,DTDC
,1333,1333,15-05-2025,22-05-2025,63.89,Blue Dart
,1334,1334,12-12-2025,17-12-2025,211.16,Ekart
,1335,1335,29-07-2024,02-08-2024,158.15,Blue Dart
,1336,1336,28-10-2024,31-10-2024,149.4,Ekart
,1337,1337,03-07-2024,05-07-2024,67.86,Ekart
,1338,1338,02-08-2025,06-08-2025,123.43,DTDC
,1339,1339,17-08-2025,19-08-2025,202.38,Blue Dart
,1340,1340,26-02-2024,29-02-2024,274.04,DTDC
,1341,1341,22-12-2024,28-12-2024,296.95,Blue Dart
,1342,1342,17-04-2025,23-04-2025,58.93,Blue Dart
,1343,1343,10-09-2024,13-09-2024,247.51,Ekart
,1344,1344,09-08-2024,11-08-2024,49.19,Ekart
,1345,1345,07-09-2025,11-09-2025,128.18,Ekart
,1346,1346,27-01-2025,03-02-2025,56.21,Delhivery
,1347,1347,16-04-2025,22-04-2025,251.71,DTDC
,1348,1348,18-06-2025,22-06-2025,85.56,Blue Dart
,1349,1349,28-10-2024,04-11-2024,298.11,Blue Dart
,1350,1350,26-11-2024,02-12-2024,131.78,Ekart
,1351,1351,27-05-2024,29-05-2024,243.59,DTDC
,1352,1352,04-08-2024,08-08-2024,169.52,Blue Dart
,1353,1353,13-11-2024,15-11-2024,185.3,DTDC
,1354,1354,26-09-2024,03-10-2024,69.38,DTDC
,1355,1355,06-07-2024,09-07-2024,260.84,Delhivery
,1356,1356,02-04-2024,06-04-2024,188.62,Blue Dart
,1357,1357,19-04-2026,26-04-2026,283.18,DTDC
,1358,1358,01-11-2024,06-11-2024,132.25,Blue Dart
,1359,1359,02-10-2025,07-10-2025,60.69,Blue Dart
,1360,1360,18-12-2024,24-12-2024,171.01,Blue Dart
,1361,1361,16-07-2024,18-07-2024,231.89,Delhivery
,1362,1362,28-03-2025,30-03-2025,216.53,Ekart
,1363,1363,14-10-2025,16-10-2025,153.51,Blue Dart
,1364,1364,12-07-2024,19-07-2024,191.88,Ekart
,1365,1365,13-07-2024,19-07-2024,235.55,Ekart
,1366,1366,25-03-2026,27-03-2026,149.77,DTDC
,1367,1367,17-12-2024,23-12-2024,172.37,Delhivery
,1368,1368,26-05-2024,02-06-2024,100.47,Blue Dart
,1369,1369,08-09-2025,15-09-2025,95.66,DTDC
,1370,1370,21-07-2025,23-07-2025,133.48,Ekart
,1371,1371,18-04-2024,25-04-2024,189.75,Ekart
,1372,1372,05-11-2025,09-11-2025,124.89,Delhivery
,1373,1373,22-10-2025,26-10-2025,283.79,Blue Dart
,1374,1374,22-10-2024,26-10-2024,238.6,Delhivery
,1375,1375,15-05-2024,20-05-2024,152.32,DTDC
,1376,1376,27-05-2026,03-06-2026,112.26,DTDC
,1377,1377,31-05-2024,04-06-2024,238.23,Ekart
,1378,1378,10-08-2024,14-08-2024,258.44,Delhivery
,1379,1379,15-06-2024,19-06-2024,178.63,Ekart
,1380,1380,10-03-2026,17-03-2026,230,DTDC
,1381,1381,07-12-2024,12-12-2024,93.41,Blue Dart
,1382,1382,05-08-2024,10-08-2024,211.19,Ekart
,1383,1383,31-10-2024,04-11-2024,64.38,Delhivery
,1384,1384,04-01-2024,09-01-2024,241.37,Ekart
,1385,1385,14-06-2024,20-06-2024,97.31,Ekart
,1386,1386,07-08-2025,11-08-2025,194.26,Blue Dart
,1387,1387,06-11-2025,13-11-2025,143.12,DTDC
,1388,1388,03-07-2024,10-07-2024,229.88,Ekart
,1389,1389,25-04-2025,29-04-2025,234.79,Blue Dart
,1390,1390,25-03-2026,28-03-2026,224.27,DTDC
,1391,1391,29-01-2026,03-02-2026,135.44,DTDC
,1392,1392,04-02-2024,06-02-2024,162.91,Blue Dart
,1393,1393,03-03-2024,08-03-2024,182.67,Ekart
,1394,1394,22-02-2026,24-02-2026,274.77,Delhivery
,1395,1395,19-12-2024,25-12-2024,61.28,DTDC
,1396,1396,24-05-2024,30-05-2024,57.09,Delhivery
,1397,1397,21-09-2024,27-09-2024,194.71,Delhivery
,1398,1398,25-02-2024,29-02-2024,244.19,DTDC
,1399,1399,18-11-2025,22-11-2025,201.28,Blue Dart
,1400,1400,27-06-2025,01-07-2025,296.3,DTDC
,1401,1401,15-11-2024,21-11-2024,260.62,DTDC
,1402,1402,13-08-2024,20-08-2024,206.78,Blue Dart
,1403,1403,21-08-2024,26-08-2024,186.6,Ekart
,1404,1404,13-04-2024,17-04-2024,121.39,DTDC
,1405,1405,21-11-2025,27-11-2025,222.38,Ekart
,1406,1406,29-11-2025,02-12-2025,150.06,Ekart
,1407,1407,15-11-2024,22-11-2024,89.88,DTDC
,1408,1408,06-02-2026,11-02-2026,66.14,Ekart
,1409,1409,08-04-2025,11-04-2025,141.73,Blue Dart
,1410,1410,03-08-2024,09-08-2024,243.71,Blue Dart
,1411,1411,24-10-2025,26-10-2025,237.11,Blue Dart
,1412,1412,16-06-2024,19-06-2024,99.32,Ekart
,1413,1413,21-06-2025,24-06-2025,244.71,DTDC
,1414,1414,05-04-2025,12-04-2025,42.47,DTDC
,1415,1415,17-02-2026,22-02-2026,94.29,Delhivery
,1416,1416,08-03-2026,14-03-2026,85.56,Delhivery
,1417,1417,07-10-2024,09-10-2024,138.45,Delhivery
,1418,1418,23-05-2025,30-05-2025,47.5,Ekart
,1419,1419,14-06-2025,20-06-2025,192.42,Blue Dart
,1420,1420,07-11-2024,10-11-2024,107.41,DTDC
,1421,1421,04-01-2024,11-01-2024,271.62,Delhivery
,1422,1422,06-04-2024,10-04-2024,163.67,Ekart
,1423,1423,18-02-2024,25-02-2024,167.54,Delhivery
,1424,1424,13-02-2025,15-02-2025,77.64,DTDC
,1425,1425,28-03-2024,02-04-2024,96.88,DTDC
,1426,1426,28-04-2024,30-04-2024,57.72,Ekart
,1427,1427,10-12-2025,14-12-2025,127.87,Blue Dart
,1428,1428,11-01-2024,17-01-2024,262.04,Delhivery
,1429,1429,27-08-2024,02-09-2024,201.04,Ekart
,1430,1430,26-05-2026,01-06-2026,291.3,Ekart
,1431,1431,31-05-2026,07-06-2026,135.15,Ekart
,1432,1432,05-04-2026,09-04-2026,256.47,Ekart
,1433,1433,24-08-2024,28-08-2024,155.3,Ekart
,1434,1434,29-08-2025,01-09-2025,186.07,Blue Dart
,1435,1435,10-04-2026,15-04-2026,171.51,Ekart
,1436,1436,25-03-2026,31-03-2026,140.33,Delhivery
,1437,1437,26-02-2024,03-03-2024,240.1,Ekart
,1438,1438,02-01-2024,06-01-2024,257.12,Ekart
,1439,1439,27-11-2024,04-12-2024,252.31,Delhivery
,1440,1440,25-02-2024,03-03-2024,115.77,Ekart
,1441,1441,29-10-2024,02-11-2024,179.13,Blue Dart
,1442,1442,21-03-2024,28-03-2024,56.4,Ekart
,1443,1443,16-04-2025,21-04-2025,252.51,DTDC
,1444,1444,02-07-2024,09-07-2024,70.13,Ekart
,1445,1445,16-10-2025,23-10-2025,294.7,DTDC
,1446,1446,13-05-2025,20-05-2025,82.88,Ekart
,1447,1447,17-07-2025,22-07-2025,93.85,Delhivery
,1448,1448,24-03-2025,28-03-2025,223.4,Blue Dart
,1449,1449,22-12-2024,24-12-2024,191.37,Ekart
,1450,1450,29-10-2025,01-11-2025,262.96,Ekart
,1451,1451,17-01-2026,20-01-2026,223.51,Ekart
,1452,1452,01-11-2024,06-11-2024,189.47,DTDC
,1453,1453,30-09-2025,06-10-2025,288.45,Ekart
,1454,1454,16-09-2025,20-09-2025,208.3,Ekart
,1455,1455,03-07-2024,08-07-2024,249.44,Delhivery
,1456,1456,06-08-2025,08-08-2025,105.02,Blue Dart
,1457,1457,25-05-2026,31-05-2026,223.55,Delhivery
,1458,1458,28-02-2026,02-03-2026,78.67,DTDC
,1459,1459,28-05-2026,03-06-2026,210.17,Delhivery
,1460,1460,31-12-2024,05-01-2025,95.91,Ekart
,1461,1461,08-12-2025,13-12-2025,222.55,Delhivery
,1462,1462,09-09-2024,13-09-2024,292.29,Delhivery
,1463,1463,28-02-2024,05-03-2024,235.98,Delhivery
,1464,1464,25-03-2025,01-04-2025,145.08,DTDC
,1465,1465,31-01-2024,03-02-2024,161.46,Ekart
,1466,1466,27-03-2025,29-03-2025,59.35,Blue Dart
,1467,1467,29-03-2025,04-04-2025,132,Delhivery
,1468,1468,07-12-2024,09-12-2024,199.68,Blue Dart
,1469,1469,11-04-2024,18-04-2024,95.07,Blue Dart
,1470,1470,24-09-2024,30-09-2024,40.38,DTDC
,1471,1471,19-09-2024,26-09-2024,88.71,DTDC
,1472,1472,06-06-2025,10-06-2025,272.6,Blue Dart
,1473,1473,30-11-2024,02-12-2024,77.56,Blue Dart
,1474,1474,24-05-2025,26-05-2025,159.42,Delhivery
,1475,1475,01-12-2024,06-12-2024,123.67,Delhivery
,1476,1476,26-12-2025,29-12-2025,122.76,DTDC
,1477,1477,24-05-2024,26-05-2024,204.09,Ekart
,1478,1478,27-04-2025,30-04-2025,90.93,Delhivery
,1479,1479,10-07-2024,17-07-2024,112.69,DTDC
